record_id,cccd_so,ho_va_ten,ngay_sinh,gioi_tinh,sdt_chinh,dia_chi_cu_tru,tinh_thanh,quoc_tich,ref_ext,so_phu,pid,tinh_trang_hn,trinh_do_hv,nghe_nghiep,noi_sinh,so_nguoi_phu_thuoc,ngay_cap_cccd,dan_toc,created_at
CIT-313446,066383983483,Hoàng Ngọc Tuấn,1983-01-11,Nữ,0857165835,"119 Hai Bà Trưng, Phường Chánh Nghĩa, TP. Thủ Dầu Một, Bình Dương",Thừa Thiên Huế,Việt Nam,hoang.ngoc.tuan133@hotmail.com,0763818228,066383983483,Ly hôn,Cao đẳng,Bác sĩ,Thái Nguyên,1,2015-07-20,Mường,2022-04-15
CIT-914395,001096550875,Phan Bảo Phúc,1996-02-29,Nữ,0341347242,"55 Phạm Văn Đồng, Phường Quảng Yên, TX. Quảng Yên, Quảng Ninh",Thanh Hóa,Việt Nam,phan.bao.phuc12@yahoo.com,0832274475,001096550875,Ly hôn,Đại học,Bác sĩ,An Giang,0,2016-01-03,Khmer,2024-12-27
CIT-511416,094187496715,Vũ Đức Phúc,1987-09-27,Nữ,0597623486,"25 Lê Văn Sỹ, Xã Tam Giang, Huyện Yên Phong, Bắc Ninh",Kiên Giang,Việt Nam,vu.duc.phuc413@protonmail.com,0857453781,094187496715,Đã kết hôn,Cao đẳng,Công nhân,Hải Phòng,2,2018-05-15,Kinh,2022-06-23
CIT-747475,033300384969,Hồ Bảo Toàn,2000-08-06,Nam,0331046303,"123 Lê Văn Sỹ, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",Hải Dương,Việt Nam,ho.bao.toan245@protonmail.com,0914795807,033300384969,Đã kết hôn,Đại học,Nông dân,Hải Phòng,2,2024-06-28,Kinh,2024-04-11
CIT-967398,035072819969,Ngô Thùy Phúc,1972-09-26,Nữ,0935481927,"226 Điện Biên Phủ, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",Thừa Thiên Huế,Việt Nam,ngo.thuy.phuc501@gmail.com,0843889773,035072819969,Đã kết hôn,Thạc sĩ,Bác sĩ,Bắc Ninh,2,2021-08-14,Kinh,2022-06-10
CIT-628981,017177018865,Bùi Bảo Hà,1977-01-09,Nam,0797686001,"214 Điện Biên Phủ, Xã Ninh Giang, Huyện Hoa Lư, Ninh Bình",Hưng Yên,Việt Nam,bui.bao.ha215@protonmail.com,0895786350,017177018865,Độc thân,Tiến sĩ,Bác sĩ,Đồng Nai,0,2023-08-26,Thái,2022-09-03
CIT-865845,044092448506,Hoàng Xuân Dũng,1992-05-07,Nam,0793305086,"200 Tô Hiến Thành, Xã Nam Trung, Huyện Nam Sách, Hải Dương",TP. Hồ Chí Minh,Việt Nam,hoang.xuan.dung855@gmail.com,0333140365,044092448506,Ly hôn,Cao đẳng,Lập trình viên,Hưng Yên,4,2020-08-10,H'Mông,2023-08-30
CIT-521803,033089746277,Vũ Phương Thảo,1989-05-22,Nam,0386896697,"270 Võ Thị Sáu, Phường An Thới, TP. Phú Quốc, Kiên Giang",Thái Nguyên,Việt Nam,vu.phuong.thao717@yahoo.com,0772400640,033089746277,Độc thân,Thạc sĩ,Lập trình viên,Bắc Ninh,3,2020-05-25,Nùng,2024-10-14
CIT-141597,060167262807,Phan Hữu Tâm,1967-11-18,Nữ,0855819292,"455 Lê Lợi, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",Bình Dương,Việt Nam,phan.huu.tam248@yahoo.com,0779947812,060167262807,Độc thân,Cao đẳng,Bác sĩ,Bắc Ninh,5,2018-05-26,Nùng,2022-11-22
CIT-755051,038178798245,Huỳnh Thành Uyên,1978-07-28,Nữ,0772856313,"373 Hai Bà Trưng, Phường Trung Sơn, TP. Sầm Sơn, Thanh Hóa",Bắc Ninh,Việt Nam,huynh.thanh.uyen834@protonmail.com,0921084541,038178798245,Ly hôn,Tiến sĩ,Nông dân,Hưng Yên,5,2020-06-30,Mường,2024-12-29
CIT-459431,084290242954,Ngô Thành An,1990-10-31,Nam,0371739094,"487 Lê Văn Sỹ, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",Ninh Bình,Việt Nam,ngo.thanh.an787@outlook.com,0583605304,084290242954,Góa,Trung học phổ thông,Kỹ sư,Kiên Giang,3,2024-09-17,Mường,2022-01-09
CIT-598939,027092944573,Hồ Văn Nam,1992-02-10,Nữ,0948151074,"215 Đinh Tiên Hoàng, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",Hải Phòng,Việt Nam,ho.van.nam557@outlook.com,0593339156,027092944573,Đã kết hôn,Cao đẳng,Kỹ sư,Đồng Nai,2,2016-08-21,Khmer,2022-10-13
CIT-814498,054181781477,Ngô Quốc Sơn,1981-06-07,Nữ,0928794320,"494 Hoàng Diệu, Phường Long Bình, TP. Biên Hòa, Đồng Nai",TP. Hồ Chí Minh,Việt Nam,ngo.quoc.son972@protonmail.com,0369297681,054181781477,Ly hôn,Trung học phổ thông,Kinh doanh tự do,Thái Nguyên,4,2018-08-26,Nùng,2023-11-20
CIT-418438,087174980211,Lê Xuân Long,1974-01-12,Nam,0822676468,"349 Lê Lợi, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Hưng Yên,Việt Nam,le.xuan.long735@yahoo.com,0923053265,087174980211,Ly hôn,Thạc sĩ,Bác sĩ,Hà Nội,0,2021-01-02,Mường,2022-07-23
CIT-593780,012374814129,Trần Thành Uyên,1974-04-22,Nam,0903302528,"58 Nam Kỳ Khởi Nghĩa, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",Quảng Ninh,Việt Nam,tran.thanh.uyen54@yahoo.com,0783472548,012374814129,Đã kết hôn,Trung học phổ thông,Lập trình viên,Bình Dương,1,2017-03-15,Thái,2023-09-02
CIT-744670,077089281944,Đặng Văn Uyên,1989-10-03,Nữ,0342670766,"267 Võ Thị Sáu, Phường Văn An, TP. Chí Linh, Hải Dương",Quảng Ninh,Việt Nam,dang.van.uyen772@hotmail.com,0965678794,077089281944,Độc thân,Trung học phổ thông,Kế toán,Thái Nguyên,1,2021-04-07,Tày,2023-07-04
CIT-547901,058160907805,Đặng Thành Dũng,1960-05-02,Nam,0849849280,"464 Phạm Văn Đồng, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",Ninh Bình,Việt Nam,dang.thanh.dung351@hotmail.com,0884602177,058160907805,Ly hôn,Cao đẳng,Kinh doanh tự do,Cần Thơ,5,2019-02-27,H'Mông,2024-10-11
CIT-767739,087193776834,Hồ Ngọc An,1993-05-08,Nữ,0903573267,"460 Nguyễn Trãi, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang",Hải Dương,Việt Nam,ho.ngoc.an385@protonmail.com,0772247860,087193776834,Đã kết hôn,Trung học phổ thông,Giáo viên,Quảng Ninh,3,2021-06-04,Nùng,2023-04-25
CIT-302271,079366491785,Trần Thành Việt,1966-07-07,Nữ,0381100380,"96 Trần Phú, Phường An Tảo, TP. Hưng Yên, Hưng Yên",Quảng Ninh,Việt Nam,tran.thanh.viet729@protonmail.com,0963232569,079366491785,Góa,Thạc sĩ,Kế toán,Hải Dương,3,2021-03-01,Kinh,2023-07-29
CIT-122048,025087046418,Đỗ Trung Mai,1987-05-18,Nam,0709923415,"13 Cách Mạng Tháng 8, Xã Bình Thuận, Huyện Đại Từ, Thái Nguyên",Hưng Yên,Việt Nam,do.trung.mai560@gmail.com,0794731503,025087046418,Đã kết hôn,Cao đẳng,Lập trình viên,Bắc Ninh,4,2023-12-07,Tày,2023-07-29
CIT-716704,019202668497,Lý Thành Yến,2002-05-05,Nam,0817406765,"244 Phan Đình Phùng, Phường Cải Đan, TP. Sông Công, Thái Nguyên",Nghệ An,Việt Nam,ly.thanh.yen864@outlook.com,0364025734,019202668497,Độc thân,Cao đẳng,Kinh doanh tự do,Cần Thơ,5,2015-09-24,Kinh,2024-10-03
CIT-386928,086173316015,Đặng Trung Phúc,1973-03-29,Nữ,0963536549,"492 Nguyễn Văn Cừ, Xã Hòa Điền, Huyện Kiên Lương, Kiên Giang",Hưng Yên,Việt Nam,dang.trung.phuc724@yahoo.com,0964755660,086173316015,Góa,Cao đẳng,Công nhân,Cần Thơ,5,2017-07-15,Kinh,2022-09-12
CIT-232017,052279583627,Phạm Phương Quân,1979-07-19,Nam,0596982023,"103 Cách Mạng Tháng 8, Phường Cải Đan, TP. Sông Công, Thái Nguyên",Hải Dương,Việt Nam,pham.phuong.quan429@gmail.com,0362339158,052279583627,Đã kết hôn,Cao đẳng,Kế toán,Hưng Yên,0,2016-12-15,Kinh,2023-03-17
CIT-742795,051273915014,Huỳnh Thị Giang,1973-07-14,Nam,0708659557,"232 Nam Kỳ Khởi Nghĩa, Xã Bình Thuận, Huyện Đại Từ, Thái Nguyên",Đồng Nai,Việt Nam,huynh.thi.giang908@protonmail.com,0926065555,051273915014,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Kiên Giang,5,2015-09-06,Tày,2024-11-14
CIT-105418,002264245688,Lê Bảo Sơn,1964-02-05,Nam,0377514360,"341 Trường Chinh, Phường Lam Sơn, TP. Hưng Yên, Hưng Yên",Đà Nẵng,Việt Nam,le.bao.son89@outlook.com,0364617318,002264245688,Ly hôn,Cao đẳng,Bác sĩ,Hà Nội,4,2020-10-27,Khmer,2023-06-29
CIT-507772,030398056516,Huỳnh Thùy Tuấn,1998-08-14,Nữ,0326826557,"283 Cách Mạng Tháng 8, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",Bình Dương,Việt Nam,huynh.thuy.tuan226@outlook.com,0863272381,030398056516,Độc thân,Tiến sĩ,Kỹ sư,Nghệ An,2,2015-11-12,Tày,2024-02-08
CIT-940567,093388346505,Vũ Thanh Toàn,1988-07-08,Nữ,0356964928,"20 Tô Hiến Thành, Phường Cao Thắng, TP. Hạ Long, Quảng Ninh",Thanh Hóa,Việt Nam,vu.thanh.toan608@hotmail.com,0894700098,093388346505,Góa,Tiến sĩ,Bác sĩ,Bắc Ninh,5,2017-08-25,Thái,2023-01-27
CIT-791407,008167024019,Trần Bảo An,1967-12-26,Nam,0858228873,"363 Trường Chinh, Xã Diễn Hồng, Huyện Diễn Châu, Nghệ An",Hải Phòng,Việt Nam,tran.bao.an688@hotmail.com,0815033888,008167024019,Góa,Trung học phổ thông,Công nhân,Quảng Ninh,0,2017-02-28,Kinh,2024-06-10
CIT-626266,036094112643,Phạm Trung Toàn,1994-05-17,Nữ,0379861408,"108 Hai Bà Trưng, Xã An Sơn, Huyện Nam Sách, Hải Dương",Đồng Nai,Việt Nam,pham.trung.toan940@gmail.com,0984183386,036094112643,Độc thân,Trung học phổ thông,Kinh doanh tự do,Thanh Hóa,2,2024-02-17,H'Mông,2023-01-31
CIT-405348,046189165577,Phạm Quốc Nga,1989-09-18,Nam,0779551323,"488 Nguyễn Trãi, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang",TP. Hồ Chí Minh,Việt Nam,pham.quoc.nga126@gmail.com,0911260805,046189165577,Độc thân,Đại học,Nhân viên văn phòng,Quảng Ninh,0,2021-12-13,Khmer,2024-04-02
CIT-344881,074364334036,Huỳnh Thành Hùng,1964-03-20,Nam,0869309455,"480 Lê Lợi, Phường Bảo Vinh, TP. Long Khánh, Đồng Nai",TP. Hồ Chí Minh,Việt Nam,huynh.thanh.hung472@yahoo.com,0881407466,074364334036,Độc thân,Thạc sĩ,Lập trình viên,TP. Hồ Chí Minh,0,2022-02-23,Tày,2023-04-12
CIT-892599,086202892224,Phan Anh Nga,2002-10-21,Nam,0966713299,"492 Nam Kỳ Khởi Nghĩa, Phường Mỹ Bình, TP. Long Xuyên, An Giang",Thái Nguyên,Việt Nam,phan.anh.nga429@gmail.com,0982284220,086202892224,Góa,Tiến sĩ,Lập trình viên,Thanh Hóa,2,2016-12-04,Khmer,2022-02-11
CIT-861379,072379582963,Hoàng Xuân Hùng,1979-01-15,Nam,0357646319,"463 Cách Mạng Tháng 8, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",An Giang,Việt Nam,hoang.xuan.hung537@outlook.com,0767731087,072379582963,Góa,Trung học phổ thông,Công nhân,Cần Thơ,2,2016-04-27,Tày,2023-01-22
CIT-592290,034189860304,Hoàng Thanh Linh,1989-02-08,Nữ,0358925722,"404 Nam Kỳ Khởi Nghĩa, Phường Bảo Vinh, TP. Long Khánh, Đồng Nai",Cần Thơ,Việt Nam,hoang.thanh.linh885@protonmail.com,0704505737,034189860304,Góa,Đại học,Bác sĩ,Thừa Thiên Huế,3,2021-11-19,Mường,2023-10-08
CIT-425659,042260815550,Đặng Bảo Sơn,1960-04-19,Nam,0783764362,"251 Phan Đình Phùng, Phường 3, Quận Bình Thạnh, TP. Hồ Chí Minh",Ninh Bình,Việt Nam,dang.bao.son402@outlook.com,0901224666,042260815550,Độc thân,Thạc sĩ,Bác sĩ,Đà Nẵng,4,2021-02-05,Tày,2022-05-27
CIT-234875,062302829319,Bùi Bảo Hùng,2002-06-29,Nam,0936714877,"349 Trường Chinh, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai",Thừa Thiên Huế,Việt Nam,bui.bao.hung459@outlook.com,0372821263,062302829319,Đã kết hôn,Trung học phổ thông,Kỹ sư,Hưng Yên,4,2020-07-26,Khmer,2022-05-21
CIT-967215,049197389588,Huỳnh Xuân Lan,1997-01-26,Nữ,0785305997,"303 Phan Đình Phùng, Phường Hà Huy Tập, TP. Vinh, Nghệ An",TP. Hồ Chí Minh,Việt Nam,huynh.xuan.lan347@hotmail.com,0323938983,049197389588,Ly hôn,Cao đẳng,Kỹ sư,Hải Dương,2,2020-03-06,Khmer,2023-07-24
CIT-504832,049088927074,Vũ Thanh Long,1988-05-18,Nam,0912601897,"431 Hoàng Văn Thụ, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",Đà Nẵng,Việt Nam,vu.thanh.long854@protonmail.com,0816873407,049088927074,Ly hôn,Tiến sĩ,Kế toán,Hải Dương,2,2018-06-18,H'Mông,2024-07-23
CIT-368835,022270285714,Vũ Đức Linh,1970-09-06,Nữ,0823187661,"434 Lý Thường Kiệt, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",Kiên Giang,Việt Nam,vu.duc.linh581@protonmail.com,0883619549,022270285714,Góa,Thạc sĩ,Kế toán,Nghệ An,4,2021-02-20,Tày,2023-08-18
CIT-361512,082387077517,Lê Hữu Tâm,1987-11-27,Nữ,0344682705,"345 Phạm Văn Đồng, Phường Cẩm Đông, TP. Cẩm Phả, Quảng Ninh",Cần Thơ,Việt Nam,le.huu.tam186@outlook.com,0897222645,082387077517,Góa,Trung học phổ thông,Nông dân,Bắc Ninh,4,2019-03-23,Tày,2022-03-18
CIT-671056,015287590450,Lý Đức Tuấn,1987-03-01,Nam,0818215674,"45 Bà Triệu, Phường Quảng Tiến, TP. Sầm Sơn, Thanh Hóa",Thái Nguyên,Việt Nam,ly.duc.tuan695@yahoo.com,0963904433,015287590450,Góa,Trung học phổ thông,Bác sĩ,Thừa Thiên Huế,3,2017-02-08,Kinh,2023-10-20
CIT-195193,060068444009,Hoàng Anh Xuân,1968-08-22,Nam,0889834444,"490 Trường Chinh, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng",Đồng Nai,Việt Nam,hoang.anh.xuan274@yahoo.com,0332515448,060068444009,Độc thân,Đại học,Kế toán,Hải Phòng,4,2022-10-17,H'Mông,2022-05-09
CIT-661880,077060771539,Lê Văn Xuân,1960-05-11,Nam,0976790322,"374 Cách Mạng Tháng 8, Phường Vĩnh Ninh, TP. Huế, Thừa Thiên Huế",Quảng Ninh,Việt Nam,le.van.xuan660@yahoo.com,0972243800,077060771539,Góa,Thạc sĩ,Nhân viên văn phòng,TP. Hồ Chí Minh,0,2023-10-18,H'Mông,2023-02-27
CIT-592097,067369778046,Lý Hữu Phúc,1969-05-26,Nam,0828257766,"114 Nam Kỳ Khởi Nghĩa, Phường Minh Khai, TP. Hưng Yên, Hưng Yên",Quảng Ninh,Việt Nam,ly.huu.phuc119@hotmail.com,0328703192,067369778046,Đã kết hôn,Đại học,Bác sĩ,Bắc Ninh,5,2024-05-02,Kinh,2024-12-24
CIT-892258,040264101397,Ngô Đức Linh,1964-01-02,Nữ,0786790456,"479 Hoàng Diệu, Phường Túc Duyên, TP. Thái Nguyên, Thái Nguyên",Đồng Nai,Việt Nam,ngo.duc.linh909@gmail.com,0795236425,040264101397,Độc thân,Thạc sĩ,Công nhân,Bắc Ninh,0,2015-12-24,Khmer,2023-07-19
CIT-353972,045395951630,Lê Thanh Tâm,1995-12-18,Nam,0839858557,"105 Hai Bà Trưng, Phường Phú Bài, TX. Hương Thủy, Thừa Thiên Huế",Hà Nội,Việt Nam,le.thanh.tam11@outlook.com,0398738766,045395951630,Độc thân,Đại học,Công nhân,Hải Phòng,5,2021-01-04,Nùng,2024-01-20
CIT-154608,020279622399,Lý Văn Sơn,1979-11-12,Nam,0851795579,"377 Bà Triệu, Phường Hà Huy Tập, TP. Vinh, Nghệ An",Thừa Thiên Huế,Việt Nam,ly.van.son394@protonmail.com,0895794391,020279622399,Độc thân,Đại học,Lập trình viên,Hải Dương,5,2017-11-23,Thái,2024-01-10
CIT-238057,022164661087,Phạm Thùy Hùng,1964-01-15,Nam,0812344770,"211 Võ Thị Sáu, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",Thái Nguyên,Việt Nam,pham.thuy.hung320@outlook.com,0829532930,022164661087,Ly hôn,Thạc sĩ,Kỹ sư,Kiên Giang,1,2016-01-09,Nùng,2024-10-01
CIT-960498,019391671508,Vũ Anh Giang,1991-12-05,Nam,0899515297,"333 Đinh Tiên Hoàng, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",Bình Dương,Việt Nam,vu.anh.giang497@gmail.com,0339023418,019391671508,Độc thân,Tiến sĩ,Nhân viên văn phòng,Thừa Thiên Huế,5,2016-02-22,Thái,2024-02-19
CIT-958132,067064922726,Dương Đức Tâm,1964-11-17,Nam,0947655146,"67 Nguyễn Huệ, Xã Đặng Cương, Huyện An Dương, Hải Phòng",Kiên Giang,Việt Nam,duong.duc.tam20@gmail.com,0343776298,067064922726,Góa,Đại học,Kế toán,Hải Phòng,2,2019-11-07,Nùng,2023-12-16
CIT-711897,046003477290,Ngô Văn Tâm,2003-08-30,Nữ,0986169940,"175 Nguyễn Huệ, Phường Núi Sam, TP. Châu Đốc, An Giang",Hải Phòng,Việt Nam,ngo.van.tam48@outlook.com,0864511693,046003477290,Ly hôn,Tiến sĩ,Lập trình viên,Thanh Hóa,5,2020-10-27,Tày,2024-07-02
CIT-832698,036203361548,Vũ Trung Nga,2003-05-23,Nam,0781549194,"194 Võ Thị Sáu, Xã Hương Toàn, TX. Hương Trà, Thừa Thiên Huế",Hải Phòng,Việt Nam,vu.trung.nga706@outlook.com,0819722676,036203361548,Ly hôn,Đại học,Lập trình viên,Nghệ An,5,2016-08-26,Nùng,2024-01-16
CIT-473620,035369336336,Huỳnh Anh Việt,1969-05-03,Nam,0834609944,"405 Nguyễn Huệ, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Thanh Hóa,Việt Nam,huynh.anh.viet250@yahoo.com,0944782993,035369336336,Đã kết hôn,Tiến sĩ,Nông dân,Thanh Hóa,1,2015-12-12,Kinh,2022-05-25
CIT-460395,060003841342,Huỳnh Quốc Phúc,2003-02-05,Nam,0845385994,"9 Trường Chinh, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh",Quảng Ninh,Việt Nam,huynh.quoc.phuc992@yahoo.com,0326438757,060003841342,Đã kết hôn,Cao đẳng,Bác sĩ,Hưng Yên,1,2017-09-04,Thái,2022-05-24
CIT-789490,092289430896,Phạm Quốc An,1989-06-14,Nam,0924232934,"236 Nguyễn Huệ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Thanh Hóa,Việt Nam,pham.quoc.an948@yahoo.com,0351924708,092289430896,Độc thân,Thạc sĩ,Nông dân,Hải Phòng,3,2023-11-02,Nùng,2022-08-29
CIT-328533,075261581918,Trần Thanh Việt,1961-03-30,Nữ,0323391676,"66 Hai Bà Trưng, Phường Hiến Nam, TP. Hưng Yên, Hưng Yên",Hải Phòng,Việt Nam,tran.thanh.viet622@yahoo.com,0375652199,075261581918,Góa,Đại học,Nhân viên văn phòng,An Giang,1,2019-09-02,Mường,2022-11-21
CIT-168277,044001232072,Bùi Hữu Linh,2001-12-05,Nam,0583353146,"140 Nguyễn Huệ, Phường Đông Mai, TX. Quảng Yên, Quảng Ninh",An Giang,Việt Nam,bui.huu.linh765@gmail.com,0815001830,044001232072,Độc thân,Thạc sĩ,Lập trình viên,Đà Nẵng,1,2023-12-18,H'Mông,2023-08-20
CIT-368904,077386206697,Hoàng Văn Long,1986-12-21,Nam,0918050041,"128 Hoàng Diệu, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",Bắc Ninh,Việt Nam,hoang.van.long182@protonmail.com,0356282294,077386206697,Góa,Đại học,Giáo viên,Bình Dương,2,2020-01-10,Mường,2024-11-28
CIT-700535,022000387973,Vũ Thị Uyên,2000-01-20,Nam,0987433124,"128 Nam Kỳ Khởi Nghĩa, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ",Thừa Thiên Huế,Việt Nam,vu.thi.uyen154@outlook.com,0593293012,022000387973,Đã kết hôn,Thạc sĩ,Lập trình viên,An Giang,3,2020-10-27,Tày,2022-01-14
CIT-563063,035082394120,Lý Thanh Yến,1982-08-15,Nam,0341814322,"101 Bà Triệu, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng",Thừa Thiên Huế,Việt Nam,ly.thanh.yen196@protonmail.com,0595289635,035082394120,Đã kết hôn,Trung học phổ thông,Bác sĩ,Hải Phòng,0,2020-11-26,Mường,2024-11-22
CIT-493054,072271927731,Vũ Văn Long,1971-10-04,Nữ,0914206628,"273 Hoàng Văn Thụ, Xã Tiên Hội, Huyện Đại Từ, Thái Nguyên",Bắc Ninh,Việt Nam,vu.van.long623@protonmail.com,0394263999,072271927731,Độc thân,Cao đẳng,Giáo viên,Ninh Bình,4,2018-06-20,H'Mông,2022-09-28
CIT-900344,087298155748,Huỳnh Anh Châu,1998-11-29,Nam,0782883144,"143 Hoàng Văn Thụ, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",TP. Hồ Chí Minh,Việt Nam,huynh.anh.chau333@protonmail.com,0358584911,087298155748,Đã kết hôn,Tiến sĩ,Nhân viên văn phòng,Hải Dương,3,2020-11-09,H'Mông,2023-09-29
CIT-723481,048181900318,Trần Văn Tuấn,1981-08-07,Nữ,0374881081,"216 Điện Biên Phủ, Xã Kim Sơn, Huyện Gia Lâm, Hà Nội",Kiên Giang,Việt Nam,tran.van.tuan178@outlook.com,0976767539,048181900318,Đã kết hôn,Cao đẳng,Công nhân,Đà Nẵng,3,2022-05-12,Nùng,2022-04-12
CIT-456203,052377883553,Đặng Thùy Quân,1977-05-19,Nữ,0917927474,"169 Phạm Văn Đồng, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Bình Dương,Việt Nam,dang.thuy.quan847@protonmail.com,0585884838,052377883553,Đã kết hôn,Tiến sĩ,Kế toán,Hưng Yên,4,2018-05-04,Kinh,2022-04-13
CIT-573379,022383515320,Bùi Ngọc Bình,1983-07-09,Nữ,0858440912,"492 Lê Văn Sỹ, Xã Bình Thuận, Huyện Đại Từ, Thái Nguyên",Thái Nguyên,Việt Nam,bui.ngoc.binh21@protonmail.com,0764721158,022383515320,Ly hôn,Cao đẳng,Bác sĩ,Thanh Hóa,0,2023-11-16,Kinh,2022-06-16
CIT-325493,066281702379,Đỗ Ngọc Việt,1981-01-23,Nam,0984391882,"4 Lê Văn Sỹ, Xã Mỹ Đức, Huyện Châu Phú, An Giang",Bình Dương,Việt Nam,do.ngoc.viet429@hotmail.com,0364113748,066281702379,Góa,Thạc sĩ,Nông dân,Đà Nẵng,5,2018-07-28,Nùng,2024-07-22
CIT-269154,006267663167,Hồ Quốc Toàn,1967-12-21,Nam,0709267559,"66 Nguyễn Văn Cừ, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Thanh Hóa,Việt Nam,ho.quoc.toan146@hotmail.com,0371725282,006267663167,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Thừa Thiên Huế,0,2021-01-30,Mường,2022-09-07
CIT-689486,006302682605,Hồ Bảo Tuấn,2002-10-09,Nữ,0962736744,"336 Nam Kỳ Khởi Nghĩa, Xã Gành Dầu, TP. Phú Quốc, Kiên Giang",Đà Nẵng,Việt Nam,ho.bao.tuan902@hotmail.com,0896945999,006302682605,Độc thân,Đại học,Nhân viên văn phòng,Hưng Yên,0,2016-01-05,Mường,2024-06-03
CIT-805369,030390798890,Huỳnh Thùy Tâm,1990-11-30,Nữ,0787441149,"261 Điện Biên Phủ, Phường Châu Phú B, TP. Châu Đốc, An Giang",An Giang,Việt Nam,huynh.thuy.tam276@outlook.com,0835145809,030390798890,Độc thân,Thạc sĩ,Giáo viên,Kiên Giang,4,2017-12-10,Kinh,2023-11-14
CIT-972880,026378482921,Phan Xuân Sơn,1978-04-18,Nam,0922537578,"490 Bà Triệu, Phường Lam Sơn, TP. Hưng Yên, Hưng Yên",Ninh Bình,Việt Nam,phan.xuan.son846@outlook.com,0987287467,026378482921,Góa,Cao đẳng,Nhân viên văn phòng,Hưng Yên,1,2024-06-14,H'Mông,2024-12-09
CIT-976730,033197707703,Lý Ngọc Sơn,1997-06-26,Nữ,0975641448,"421 Cách Mạng Tháng 8, Phường Tân Hiệp, TP. Biên Hòa, Đồng Nai",Bắc Ninh,Việt Nam,ly.ngoc.son365@yahoo.com,0849253452,033197707703,Độc thân,Cao đẳng,Công nhân,Đà Nẵng,5,2018-08-08,Kinh,2022-07-16
CIT-364668,035170100155,Lê Thành Nga,1970-01-29,Nữ,0355738990,"315 Bà Triệu, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",Đà Nẵng,Việt Nam,le.thanh.nga836@protonmail.com,0351043774,035170100155,Độc thân,Cao đẳng,Kế toán,An Giang,0,2019-01-20,Khmer,2022-06-06
CIT-834810,040279301389,Ngô Xuân An,1979-01-17,Nam,0398445066,"18 Hai Bà Trưng, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Cần Thơ,Việt Nam,ngo.xuan.an877@hotmail.com,0921689434,040279301389,Đã kết hôn,Đại học,Nhân viên văn phòng,TP. Hồ Chí Minh,1,2022-01-25,Khmer,2023-12-30
CIT-538779,049092138484,Lê Văn Quân,1992-08-02,Nữ,0784359438,"167 Đinh Tiên Hoàng, Phường Bắc Sơn, TP. Tam Điệp, Ninh Bình",Kiên Giang,Việt Nam,le.van.quan329@outlook.com,0595068790,049092138484,Độc thân,Tiến sĩ,Kế toán,Đồng Nai,5,2017-01-17,Khmer,2022-02-17
CIT-792792,054096039299,Vũ Văn Nam,1996-01-05,Nam,0936024830,"450 Võ Thị Sáu, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Hà Nội,Việt Nam,vu.van.nam860@yahoo.com,0591659216,054096039299,Đã kết hôn,Cao đẳng,Công nhân,An Giang,3,2017-10-03,Kinh,2022-08-18
CIT-605767,064063979718,Hoàng Đức Yến,1963-05-10,Nữ,0775508024,"380 Tô Hiến Thành, Xã Dương Hòa, Huyện Kiên Lương, Kiên Giang",Hưng Yên,Việt Nam,hoang.duc.yen19@protonmail.com,0329220105,064063979718,Độc thân,Đại học,Bác sĩ,Bắc Ninh,0,2015-02-14,Thái,2022-04-08
