ho_so_id,ref_id,ten_chu_ho_so,val_02,loai_ho_so,co_quan_tiep_nhan,ngay_nop,han_giai_quyet,trang_thai_xu_ly,ext_info,code_x,so_bao_hiem,phi_ho_so,nhan_vien_xu_ly,dia_chi_lien_lac,meta_addr,so_ho_khau,kenh_tiep_nhan,ket_qua_xu_ly,updated_at
ADM-130869,080266094354,Huỳnh Văn Hà,0905688820,Hộ chiếu,UBND Quận 1,2023-04-08,2023-06-05,Chờ bổ sung hồ sơ,huynh.van.ha637@yahoo.com,080266094354,9638201115,100000,NV-335393,"239 Lê Văn Sỹ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương","213 Nguyễn Huệ, Phường Phú Hội, TP. Huế, Thừa Thiên Huế",027/955919,Bưu điện,Đang xem xét,2023-08-25
ADM-773147,038203798069,Nguyễn Quốc Sơn,0372003023,Khai sinh,UBND TP. Hà Nội,2021-03-17,2021-05-01,Từ chối,nguyen.quoc.son635@hotmail.com,038203798069,6936105534,0,NV-554670,"484 Lê Lợi, Phường Mỏ Chè, TP. Sông Công, Thái Nguyên","292 Lê Văn Sỹ, Phường Cải Đan, TP. Sông Công, Thái Nguyên",030/705094,Bưu điện,Chấp thuận,2023-01-20
ADM-787350,010299217790,Dương Văn Phúc,0379417755,Khai sinh,Sở Tư pháp Hà Nội,2021-08-25,2021-10-24,Đang xử lý,duong.van.phuc641@protonmail.com,010299217790,9576290805,200000,NV-167163,"19 Nguyễn Văn Cừ, Xã Diễn Hồng, Huyện Diễn Châu, Nghệ An","208 Bà Triệu, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng",083/557263,Online,Chấp thuận,2022-12-14
ADM-399395,066201832696,Ngô Anh Nam,0922008596,Đăng ký kết hôn,UBND Huyện Gia Lâm,2022-07-14,2022-09-03,Từ chối,ngo.anh.nam320@gmail.com,066201832696,1371974788,200000,NV-804136,"96 Tô Hiến Thành, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng","102 Lê Văn Sỹ, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",031/558497,Online,Chấp thuận,2022-08-22
ADM-246709,092393776163,Đặng Ngọc Tâm,0858286231,Hộ chiếu,UBND Quận 1,2021-04-16,2021-04-26,Từ chối,dang.ngoc.tam829@gmail.com,092393776163,5989934830,0,NV-798139,"48 Trần Phú, Xã Dương Hòa, Huyện Kiên Lương, Kiên Giang","93 Phan Đình Phùng, Phường Thu Thủy, TX. Cửa Lò, Nghệ An",093/946601,Trực tiếp,Chấp thuận,2023-07-05
ADM-712088,096080989126,Vũ Xuân Linh,0376678665,Đăng ký kinh doanh,UBND TP. Hà Nội,2022-04-15,2022-06-06,Đang xử lý,vu.xuan.linh379@gmail.com,096080989126,6461385059,100000,NV-227294,"107 Lý Thường Kiệt, Phường 11, Quận Bình Thạnh, TP. Hồ Chí Minh","23 Đinh Tiên Hoàng, Phường Suối Tre, TP. Long Khánh, Đồng Nai",019/925246,Qua đại lý,Đang xem xét,2022-10-26
ADM-797436,045381635396,Lê Văn An,0866028891,Đăng ký kết hôn,Sở Tư pháp Hà Nội,2024-09-22,2024-11-04,Chờ bổ sung hồ sơ,le.van.an112@yahoo.com,045381635396,1353224918,200000,NV-549486,"173 Hai Bà Trưng, Phường Hiến Nam, TP. Hưng Yên, Hưng Yên","6 Hai Bà Trưng, Xã Ninh An, Huyện Hoa Lư, Ninh Bình",070/627391,Trực tiếp,Từ chối,2023-08-12
ADM-894036,010089060905,Đặng Thành Giang,0709093946,Giấy phép lái xe,UBND Quận Hoàn Kiếm,2023-11-03,2023-12-04,Chờ bổ sung hồ sơ,dang.thanh.giang499@hotmail.com,010089060905,5249663720,0,NV-421120,"16 Lê Văn Sỹ, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội","321 Nguyễn Huệ, Phường An Tảo, TP. Hưng Yên, Hưng Yên",006/560579,Trực tiếp,Đang xem xét,2024-03-20
ADM-375433,012267954719,Đỗ Văn Nam,0883574272,Hộ chiếu,UBND Quận Bình Thạnh,2022-07-17,2022-07-31,Chờ bổ sung hồ sơ,do.van.nam420@protonmail.com,012267954719,8654568237,200000,NV-390413,"165 Đinh Tiên Hoàng, Phường An Phú, Huyện Thuận An, Bình Dương","169 Trần Phú, Xã Hương Vinh, TX. Hương Trà, Thừa Thiên Huế",070/122227,Bưu điện,Từ chối,2023-02-13
ADM-428464,026202786748,Trần Anh Tâm,0982153227,Hộ chiếu,UBND Quận Hoàn Kiếm,2022-10-07,2022-11-17,Chờ bổ sung hồ sơ,tran.anh.tam447@yahoo.com,026202786748,3703672458,50000,NV-833296,"317 Lý Thường Kiệt, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh","400 Nguyễn Văn Cừ, Xã Hương Vinh, TX. Hương Trà, Thừa Thiên Huế",080/235461,Online,Từ chối,2023-03-29
ADM-244987,026363214610,Nguyễn Thanh Tuấn,0881135541,Chứng minh nhân dân,UBND Huyện Gia Lâm,2022-12-18,2023-01-28,Chờ bổ sung hồ sơ,nguyen.thanh.tuan789@gmail.com,026363214610,1687351241,50000,NV-739369,"220 Nguyễn Huệ, Xã Diễn Thịnh, Huyện Diễn Châu, Nghệ An","254 Trường Chinh, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh",046/965000,Qua đại lý,Đang xem xét,2022-09-19
ADM-104422,037396835520,Đỗ Thị Yến,0393222692,Khai tử,Sở Tư pháp Hà Nội,2024-03-12,2024-03-20,Chờ bổ sung hồ sơ,do.thi.yen183@yahoo.com,037396835520,7503575720,50000,NV-589264,"387 Hoàng Văn Thụ, Xã Tam Giang, Huyện Yên Phong, Bắc Ninh","402 Nguyễn Huệ, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên",026/462713,Online,Từ chối,2022-06-16
ADM-346521,031286703396,Hồ Minh Xuân,0364444143,Hộ chiếu,UBND TP. Hà Nội,2022-03-16,2022-04-10,Đang xử lý,ho.minh.xuan124@protonmail.com,031286703396,6267759394,200000,NV-822423,"234 Cách Mạng Tháng 8, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng","383 Cách Mạng Tháng 8, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",017/142354,Qua đại lý,Chấp thuận,2024-12-21
ADM-432408,012096169021,Phan Bảo Quân,0989208871,Khai sinh,UBND Huyện Gia Lâm,2022-06-04,2022-07-25,Hoàn thành,phan.bao.quan712@gmail.com,012096169021,7470798702,100000,NV-961925,"330 Nguyễn Trãi, Phường An Biên, Quận Lê Chân, Hải Phòng","408 Trần Phú, Phường Châu Phú A, TP. Châu Đốc, An Giang",083/565575,Online,Chấp thuận,2022-09-05
ADM-441627,067189780228,Bùi Trung Linh,0779551265,Chứng minh nhân dân,UBND Huyện Gia Lâm,2022-09-30,2022-10-28,Hoàn thành,bui.trung.linh860@protonmail.com,067189780228,5792007531,50000,NV-825620,"486 Lê Văn Sỹ, Phường Hưng Bình, TP. Vinh, Nghệ An","206 Nguyễn Huệ, Phường Hiến Nam, TP. Hưng Yên, Hưng Yên",082/206901,Trực tiếp,Đang xem xét,2022-07-29
ADM-590792,094084750547,Huỳnh Bảo Nam,0562718829,Khai tử,UBND Quận Bình Thạnh,2024-09-12,2024-10-31,Chờ bổ sung hồ sơ,huynh.bao.nam563@yahoo.com,094084750547,8719622113,200000,NV-582223,"460 Lê Văn Sỹ, Phường Nghi Thu, TX. Cửa Lò, Nghệ An","318 Võ Thị Sáu, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng",056/967707,Bưu điện,Chấp thuận,2022-07-29
ADM-752298,091291324103,Ngô Thùy Toàn,0901530637,Giấy phép xây dựng,Sở Tư pháp TP.HCM,2023-03-19,2023-05-18,Chờ bổ sung hồ sơ,ngo.thuy.toan146@gmail.com,091291324103,9229146296,200000,NV-245080,"290 Nam Kỳ Khởi Nghĩa, Phường Trần Phú, TP. Hải Dương, Hải Dương","107 Nguyễn Văn Cừ, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh",040/711987,Online,Chấp thuận,2023-09-13
ADM-522440,087386680762,Lý Anh Yến,0353329744,Đăng ký kết hôn,UBND Quận 1,2024-09-06,2024-10-02,Hoàn thành,ly.anh.yen972@protonmail.com,087386680762,5748622477,0,NV-836570,"72 Võ Thị Sáu, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội","483 Hoàng Diệu, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh",074/681158,Bưu điện,Đang xem xét,2024-05-24
ADM-515243,067202152548,Lý Đức Xuân,0939204632,Đăng ký kết hôn,UBND Quận Bình Thạnh,2023-05-24,2023-06-30,Hoàn thành,ly.duc.xuan106@outlook.com,067202152548,4004254058,200000,NV-622427,"291 Nguyễn Văn Cừ, Xã Đại Đồng, Huyện Văn Lâm, Hưng Yên","330 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",034/414865,Online,Đang xem xét,2022-12-20
ADM-684361,042103674694,Lý Xuân Linh,0814406506,Hộ chiếu,Sở Tư pháp Hà Nội,2024-11-10,2024-11-18,Đang xử lý,ly.xuan.linh629@outlook.com,042103674694,3724597339,50000,NV-830504,"384 Lý Thường Kiệt, Phường Bắc Sơn, TP. Sầm Sơn, Thanh Hóa","465 Hoàng Diệu, Xã Hoằng Hà, Huyện Hoằng Hóa, Thanh Hóa",022/721364,Online,Đang xem xét,2023-09-11
ADM-787380,067096576446,Trần Anh Giang,0382673861,Đăng ký kinh doanh,UBND TP. Hà Nội,2024-10-16,2024-12-13,Đang xử lý,tran.anh.giang154@gmail.com,067096576446,3135576998,50000,NV-855283,"127 Lê Văn Sỹ, Xã Hương Vinh, TX. Hương Trà, Thừa Thiên Huế","310 Lý Thường Kiệt, Phường Trần Phú, TP. Hải Dương, Hải Dương",035/712635,Trực tiếp,Đang xem xét,2023-11-19
ADM-167153,020372325628,Hoàng Phương Uyên,0899986722,Giấy phép xây dựng,UBND Quận Bình Thạnh,2023-11-16,2023-12-29,Từ chối,hoang.phuong.uyen283@outlook.com,020372325628,4479258887,200000,NV-775290,"465 Trần Phú, Phường Đông Sơn, TP. Thanh Hóa, Thanh Hóa","59 Nguyễn Văn Cừ, Phường Tây Sơn, TP. Tam Điệp, Ninh Bình",093/122387,Online,Từ chối,2022-12-04
ADM-919225,048078650876,Nguyễn Bảo Châu,0786557148,Đăng ký kinh doanh,UBND Quận Hoàn Kiếm,2021-09-24,2021-11-04,Từ chối,nguyen.bao.chau45@outlook.com,048078650876,7973971904,100000,NV-968848,"328 Nguyễn Văn Cừ, Phường An Tảo, TP. Hưng Yên, Hưng Yên","486 Đinh Tiên Hoàng, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang",037/281681,Online,Đang xem xét,2022-05-23
ADM-880152,049388689208,Vũ Phương Xuân,0905200657,Giấy phép xây dựng,UBND TP. Hà Nội,2021-04-22,2021-05-23,Hoàn thành,vu.phuong.xuan901@protonmail.com,049388689208,3827103007,50000,NV-118883,"272 Hoàng Diệu, Xã Bình An, Huyện Kiên Lương, Kiên Giang","240 Võ Thị Sáu, Phường Châu Phú A, TP. Châu Đốc, An Giang",019/174673,Qua đại lý,Từ chối,2022-03-10
ADM-804659,096094189829,Hoàng Bảo Yến,0962042872,Khai tử,Sở Tư pháp TP.HCM,2022-04-16,2022-06-13,Từ chối,hoang.bao.yen31@outlook.com,096094189829,6643001710,100000,NV-984543,"52 Phạm Văn Đồng, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình","463 Lê Lợi, Phường Trần Phú, TP. Hải Dương, Hải Dương",017/427758,Qua đại lý,Chấp thuận,2023-05-30
ADM-303556,011180852031,Vũ Minh Uyên,0963303701,Ly hôn,Sở Kế hoạch và Đầu tư Hà Nội,2022-09-28,2022-11-16,Đang xử lý,vu.minh.uyen899@hotmail.com,011180852031,3719629973,100000,NV-977632,"418 Hoàng Văn Thụ, Phường Hố Nai, TP. Biên Hòa, Đồng Nai","484 Nam Kỳ Khởi Nghĩa, Phường Suối Tre, TP. Long Khánh, Đồng Nai",054/995935,Bưu điện,Từ chối,2023-10-11
ADM-851064,008091220971,Bùi Ngọc Thảo,0859936919,Giấy phép xây dựng,Sở Tư pháp TP.HCM,2022-02-01,2022-03-29,Hoàn thành,bui.ngoc.thao285@hotmail.com,008091220971,9833043847,50000,NV-495379,"342 Phạm Văn Đồng, Phường Nghi Hòa, TX. Cửa Lò, Nghệ An","359 Hoàng Văn Thụ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",086/744836,Trực tiếp,Đang xem xét,2022-01-20
ADM-937138,036197594529,Huỳnh Văn Uyên,0326238972,Chứng minh nhân dân,Sở Tư pháp Hà Nội,2021-09-03,2021-10-18,Chờ bổ sung hồ sơ,huynh.van.uyen373@outlook.com,036197594529,1829989137,0,NV-679174,"249 Phạm Văn Đồng, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương","47 Tô Hiến Thành, Xã Mỹ Đức, Huyện Châu Phú, An Giang",056/370250,Trực tiếp,Chấp thuận,2023-01-02
ADM-121287,074164580234,Hoàng Văn Quân,0822284167,Đăng ký kết hôn,Sở Tư pháp Hà Nội,2022-09-29,2022-11-27,Chờ bổ sung hồ sơ,hoang.van.quan78@yahoo.com,074164580234,4082757656,200000,NV-767919,"202 Lý Thường Kiệt, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng","285 Điện Biên Phủ, Phường Hồng Gai, TP. Hạ Long, Quảng Ninh",054/245962,Bưu điện,Chấp thuận,2022-01-13
ADM-136022,036087200670,Đỗ Quốc Yến,0854918741,Khai sinh,Sở Tư pháp Hà Nội,2024-11-28,2024-12-25,Đang xử lý,do.quoc.yen126@gmail.com,036087200670,3621421852,100000,NV-781515,"426 Trường Chinh, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh","125 Bà Triệu, Phường Cộng Hòa, TP. Chí Linh, Hải Dương",048/454230,Qua đại lý,Đang xem xét,2023-10-25
ADM-336250,094301297056,Trần Thanh Hùng,0765752270,Ly hôn,UBND Quận 1,2024-02-12,2024-03-16,Hoàn thành,tran.thanh.hung179@outlook.com,094301297056,5731569163,200000,NV-960900,"176 Điện Biên Phủ, Phường Cẩm Bình, TP. Cẩm Phả, Quảng Ninh","460 Nguyễn Huệ, Xã Hoằng Hà, Huyện Hoằng Hóa, Thanh Hóa",046/745133,Trực tiếp,Chấp thuận,2022-06-13
ADM-547855,017300509092,Lê Bảo An,0587175932,Khai sinh,UBND Quận Hoàn Kiếm,2022-09-16,2022-10-30,Đang xử lý,le.bao.an226@gmail.com,017300509092,6458228807,0,NV-390047,"73 Lê Lợi, Phường Ninh Khánh, TP. Ninh Bình, Ninh Bình","458 Phạm Văn Đồng, Xã Mỹ Đức, Huyện Châu Phú, An Giang",037/200477,Bưu điện,Từ chối,2023-02-09
ADM-947493,083372104490,Nguyễn Thị Tuấn,0856661941,Chứng minh nhân dân,UBND Quận Hoàn Kiếm,2024-08-24,2024-10-20,Từ chối,nguyen.thi.tuan573@protonmail.com,083372104490,2708979735,50000,NV-270355,"462 Lê Văn Sỹ, Phường Hà Khánh, TP. Hạ Long, Quảng Ninh","135 Cách Mạng Tháng 8, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",030/989717,Trực tiếp,Từ chối,2022-12-07
ADM-222948,015375043873,Nguyễn Hữu Thảo,0796004179,Giấy phép lái xe,UBND Quận 1,2023-03-29,2023-05-14,Chờ bổ sung hồ sơ,nguyen.huu.thao180@gmail.com,015375043873,8422127893,50000,NV-710885,"117 Nguyễn Trãi, Phường Văn Chương, Quận Đống Đa, Hà Nội","434 Đinh Tiên Hoàng, Xã Diễn Thành, Huyện Diễn Châu, Nghệ An",008/435247,Online,Đang xem xét,2022-08-07
ADM-928153,001091419978,Phạm Thị Quân,0395271114,Khai tử,Sở Tư pháp TP.HCM,2024-02-09,2024-03-22,Từ chối,pham.thi.quan615@hotmail.com,001091419978,5779112283,100000,NV-990653,"180 Hoàng Văn Thụ, Phường 3, Quận Bình Thạnh, TP. Hồ Chí Minh","433 Lê Lợi, Phường Kinh Bắc, TP. Bắc Ninh, Bắc Ninh",067/609407,Bưu điện,Từ chối,2024-04-02
ADM-288670,082184405485,Lý Hữu Xuân,0817090582,Ly hôn,UBND Quận Bình Thạnh,2022-01-31,2022-03-09,Đang xử lý,ly.huu.xuan774@outlook.com,082184405485,9366437983,50000,NV-571241,"278 Võ Thị Sáu, Phường Tân An, Quận Ninh Kiều, Cần Thơ","143 Trần Phú, Phường An Thới, TP. Phú Quốc, Kiên Giang",087/302930,Bưu điện,Từ chối,2022-03-04
ADM-367790,086197636138,Hoàng Xuân Toàn,0947246096,Chứng minh nhân dân,UBND TP. Hà Nội,2023-10-06,2023-10-20,Chờ bổ sung hồ sơ,hoang.xuan.toan149@outlook.com,086197636138,6645624876,50000,NV-461810,"331 Lý Thường Kiệt, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang","336 Hoàng Diệu, Phường An Biên, Quận Lê Chân, Hải Phòng",034/194637,Online,Từ chối,2024-02-20
ADM-181639,062277571817,Phạm Minh Nga,0599891091,Giấy phép lái xe,Sở Kế hoạch và Đầu tư Hà Nội,2022-09-08,2022-10-27,Từ chối,pham.minh.nga5@protonmail.com,062277571817,8109820317,50000,NV-182232,"284 Lê Văn Sỹ, Phường Nam Đồng, Quận Đống Đa, Hà Nội","205 Hai Bà Trưng, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",046/437393,Trực tiếp,Đang xem xét,2023-02-03
ADM-692375,058095241471,Lê Phương Quân,0776134665,Khai sinh,UBND Quận Bình Thạnh,2022-12-10,2023-01-26,Hoàn thành,le.phuong.quan888@hotmail.com,058095241471,1320193856,50000,NV-360087,"358 Đinh Tiên Hoàng, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh","323 Phan Đình Phùng, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên",068/463926,Qua đại lý,Chấp thuận,2024-07-08
ADM-353230,066366397841,Dương Thành Xuân,0944742261,Chứng minh nhân dân,UBND Quận 1,2024-02-19,2024-03-28,Chờ bổ sung hồ sơ,duong.thanh.xuan38@outlook.com,066366397841,5651548168,100000,NV-796401,"265 Nguyễn Huệ, Phường Phả Lại, TP. Chí Linh, Hải Dương","186 Nam Kỳ Khởi Nghĩa, Xã Tiên Hội, Huyện Đại Từ, Thái Nguyên",068/580984,Qua đại lý,Chấp thuận,2024-05-26
ADM-665754,030167772905,Phạm Phương Linh,0597580348,Khai tử,UBND Quận Bình Thạnh,2024-05-30,2024-06-16,Từ chối,pham.phuong.linh893@outlook.com,030167772905,7938360887,200000,NV-817035,"101 Nguyễn Huệ, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh","256 Lê Lợi, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương",066/388634,Qua đại lý,Chấp thuận,2023-04-17
ADM-206548,019087506215,Ngô Đức Thảo,0909784874,Ly hôn,UBND Quận Hoàn Kiếm,2023-03-29,2023-04-05,Đang xử lý,ngo.duc.thao190@outlook.com,019087506215,3025465363,0,NV-302732,"196 Lê Văn Sỹ, Phường Dương Đông, TP. Phú Quốc, Kiên Giang","165 Trường Chinh, Phường Đông Xuyên, TP. Long Xuyên, An Giang",060/558670,Trực tiếp,Chấp thuận,2022-04-14
ADM-969210,042101331608,Huỳnh Minh Yến,0866210998,Hộ chiếu,UBND TP. Hà Nội,2024-04-28,2024-05-28,Hoàn thành,huynh.minh.yen810@gmail.com,042101331608,3469769390,100000,NV-370946,"320 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh","327 Đinh Tiên Hoàng, Phường Văn An, TP. Chí Linh, Hải Dương",033/198805,Bưu điện,Đang xem xét,2022-09-07
ADM-530290,094160714112,Lê Ngọc Phúc,0381810169,Chứng minh nhân dân,UBND Huyện Gia Lâm,2021-05-28,2021-07-02,Từ chối,le.ngoc.phuc336@protonmail.com,094160714112,2211222930,0,NV-140519,"125 Lê Văn Sỹ, Phường Nghi Hải, TX. Cửa Lò, Nghệ An","98 Phan Đình Phùng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",062/567425,Bưu điện,Từ chối,2023-01-09
ADM-330644,035180221098,Dương Quốc Toàn,0398845697,Giấy phép lái xe,UBND Quận Bình Thạnh,2024-11-18,2024-12-28,Hoàn thành,duong.quoc.toan134@outlook.com,035180221098,7924325481,50000,NV-320899,"422 Trần Phú, Phường Lam Sơn, TP. Hưng Yên, Hưng Yên","129 Trường Chinh, Phường Phú Bài, TX. Hương Thủy, Thừa Thiên Huế",067/490456,Trực tiếp,Đang xem xét,2023-07-03
ADM-919115,052098778707,Đặng Văn Uyên,0784288550,Ly hôn,Sở Tư pháp Hà Nội,2024-12-18,2025-02-08,Từ chối,dang.van.uyen81@yahoo.com,052098778707,4247785576,100000,NV-552606,"237 Nguyễn Văn Cừ, Phường Dương Đông, TP. Phú Quốc, Kiên Giang","348 Nguyễn Huệ, Phường Hà Huy Tập, TP. Vinh, Nghệ An",052/460320,Bưu điện,Chấp thuận,2023-07-14
ADM-612718,096196939196,Đặng Đức Dũng,0593975750,Ly hôn,UBND Huyện Gia Lâm,2021-10-13,2021-11-20,Chờ bổ sung hồ sơ,dang.duc.dung433@protonmail.com,096196939196,3212550660,100000,NV-732611,"229 Võ Thị Sáu, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng","300 Bà Triệu, Phường Cẩm Trung, TP. Cẩm Phả, Quảng Ninh",072/639970,Online,Chấp thuận,2022-06-11
ADM-546382,015185929423,Đặng Đức Sơn,0706475511,Hộ chiếu,UBND TP. Hà Nội,2022-12-24,2023-01-30,Chờ bổ sung hồ sơ,dang.duc.son458@hotmail.com,015185929423,5877837389,100000,NV-496482,"109 Nguyễn Huệ, Phường Đông Xuyên, TP. Long Xuyên, An Giang","423 Lê Văn Sỹ, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",046/840648,Online,Đang xem xét,2024-07-10
ADM-849882,052299971611,Trần Minh Phúc,0778591226,Chứng minh nhân dân,UBND TP. Hà Nội,2024-10-24,2024-11-23,Hoàn thành,tran.minh.phuc586@yahoo.com,052299971611,7931810293,200000,NV-455008,"138 Đinh Tiên Hoàng, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương","77 Hoàng Diệu, Phường Châu Phú B, TP. Châu Đốc, An Giang",070/459871,Trực tiếp,Đang xem xét,2022-09-04
ADM-467758,042198819780,Bùi Ngọc Phúc,0904611808,Đăng ký kinh doanh,UBND Quận 1,2021-08-04,2021-09-08,Hoàn thành,bui.ngoc.phuc910@yahoo.com,042198819780,4144362237,50000,NV-596237,"311 Lê Văn Sỹ, Phường Tân Định, Quận 1, TP. Hồ Chí Minh","363 Trường Chinh, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",087/317658,Online,Đang xem xét,2024-11-23
ADM-845138,060085797723,Ngô Anh Tuấn,0563383227,Khai sinh,Sở Kế hoạch và Đầu tư Hà Nội,2023-07-24,2023-08-14,Từ chối,ngo.anh.tuan48@yahoo.com,060085797723,5469315806,100000,NV-903049,"123 Nam Kỳ Khởi Nghĩa, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","294 Tô Hiến Thành, Xã Bình Mỹ, Huyện Châu Phú, An Giang",080/299674,Online,Từ chối,2022-08-06
ADM-750825,037289571940,Phan Minh Bình,0799862408,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2024-08-20,2024-10-01,Từ chối,phan.minh.binh191@gmail.com,037289571940,8390882727,200000,NV-205749,"341 Bà Triệu, Phường Quang Trung, TP. Vinh, Nghệ An","239 Lê Văn Sỹ, Phường Đông Mai, TX. Quảng Yên, Quảng Ninh",024/756846,Qua đại lý,Đang xem xét,2024-06-18
ADM-907229,062366778629,Đỗ Trung Quân,0789592765,Đăng ký kinh doanh,Sở Tư pháp TP.HCM,2023-12-28,2024-01-22,Hoàn thành,do.trung.quan635@gmail.com,062366778629,7105648081,100000,NV-917595,"460 Điện Biên Phủ, Phường Châu Khê, TP. Từ Sơn, Bắc Ninh","265 Điện Biên Phủ, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",030/180431,Trực tiếp,Chấp thuận,2022-03-22
ADM-792352,036395098902,Đỗ Thị Mai,0781590311,Giấy phép xây dựng,UBND Quận Bình Thạnh,2021-03-04,2021-04-26,Hoàn thành,do.thi.mai659@gmail.com,036395098902,8504387110,100000,NV-660429,"4 Nguyễn Trãi, Xã An Sơn, Huyện Nam Sách, Hải Dương","344 Điện Biên Phủ, Phường Xuân An, TP. Long Khánh, Đồng Nai",056/123622,Trực tiếp,Từ chối,2023-09-23
ADM-497437,027301560236,Hồ Thanh Châu,0384939301,Chứng minh nhân dân,Sở Tư pháp Hà Nội,2022-01-03,2022-02-10,Đang xử lý,ho.thanh.chau72@outlook.com,027301560236,6718480645,200000,NV-265367,"443 Võ Thị Sáu, Phường Lái Thiêu, Huyện Thuận An, Bình Dương","32 Đinh Tiên Hoàng, Xã Tiên Hội, Huyện Đại Từ, Thái Nguyên",079/716390,Bưu điện,Chấp thuận,2024-12-16
ADM-652653,079180950433,Phan Minh Yến,0378423183,Giấy phép xây dựng,UBND Quận 1,2023-08-16,2023-08-31,Đang xử lý,phan.minh.yen310@gmail.com,079180950433,1118730349,0,NV-913161,"403 Điện Biên Phủ, Phường Đông Thành, TP. Ninh Bình, Ninh Bình","366 Nguyễn Văn Cừ, Xã Ô Long Vĩ, Huyện Châu Phú, An Giang",082/184471,Online,Đang xem xét,2023-07-03
ADM-748372,004266680900,Đặng Minh Linh,0785325657,Khai tử,UBND TP. Hà Nội,2023-05-09,2023-06-20,Hoàn thành,dang.minh.linh129@outlook.com,004266680900,1294422032,200000,NV-401578,"139 Hoàng Văn Thụ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","58 Lê Văn Sỹ, Phường Đông Thành, TP. Ninh Bình, Ninh Bình",042/720308,Trực tiếp,Đang xem xét,2023-01-10
ADM-699312,064384243305,Phan Văn Toàn,0936766158,Đăng ký kết hôn,UBND Quận 1,2023-11-24,2024-01-01,Chờ bổ sung hồ sơ,phan.van.toan706@yahoo.com,064384243305,8177581924,50000,NV-987553,"308 Lê Lợi, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng","72 Trần Phú, Xã Hoằng Đạo, Huyện Hoằng Hóa, Thanh Hóa",012/977823,Online,Từ chối,2024-12-17
ADM-240979,083262090991,Trần Quốc Uyên,0936878126,Giấy phép xây dựng,UBND Huyện Gia Lâm,2023-07-26,2023-09-12,Chờ bổ sung hồ sơ,tran.quoc.uyen542@outlook.com,083262090991,4759949917,100000,NV-269864,"12 Hai Bà Trưng, Phường Hoàng Văn Thụ, TP. Thái Nguyên, Thái Nguyên","313 Cách Mạng Tháng 8, Phường Văn An, TP. Chí Linh, Hải Dương",077/533731,Bưu điện,Chấp thuận,2022-12-12
ADM-325941,011282303826,Đặng Thanh Nga,0865211198,Giấy phép xây dựng,UBND Quận Hoàn Kiếm,2022-01-06,2022-02-18,Chờ bổ sung hồ sơ,dang.thanh.nga524@hotmail.com,011282303826,4631243169,100000,NV-111788,"113 Lê Lợi, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai","426 Hoàng Văn Thụ, Xã Long Châu, Huyện Yên Phong, Bắc Ninh",037/937612,Online,Đang xem xét,2022-03-11
