txn_id,initiator_key,sender_fullname,acct_a,val_c,acct_b,receiver_name,so_tien,loai_tien_te,loai_giao_dich,kenh_giao_dich,trang_thai,notify_ref,ip_addr,device_fingerprint,geo_label,receiver_phone,phi_giao_dich,created_at,batch_id
TXN-109254,084283116880,Lý Minh Xuân,841688315855039,0396034716,957739551785506,Hồ Minh Linh,200000,VND,Chuyển khoản,ATM,Thành công,ly.minh.xuan325@hotmail.com,55.89.151.39,d8d8dd26bfa2fdd3a70f6f54fc2bcffd,Đà Nẵng,0345847827,1000,2022-12-11,BATCH-6870
TXN-765133,096393080348,Hoàng Đức Tâm,225031399603,0976162878,204787913,Ngô Đức Hùng,100000000,VND,Thanh toán hóa đơn,Quầy giao dịch,Chờ xác nhận,hoang.duc.tam699@protonmail.com,253.251.24.130,8f380c3d85bb45cdc04e22affadcfefc,An Giang,0387790197,5000,2022-07-12,BATCH-9491
TXN-315028,051372479216,Huỳnh Xuân Dũng,381916931514839,0392609917,521927742,Bùi Văn Giang,100000000,VND,Mua sắm online,Quầy giao dịch,Thành công,huynh.xuan.dung4@gmail.com,46.9.192.26,aedd532c02a6c5f474be63a6b0bf56d3,Ninh Bình,0881153732,0,2024-11-05,BATCH-3389
TXN-528764,080398783400,Bùi Đức Hà,3334581959,0829435790,697981323842064,Hồ Văn Uyên,500000,VND,Thanh toán thẻ,Quầy giao dịch,Đang xử lý,bui.duc.ha505@hotmail.com,119.143.216.193,b0a28afdef3a4fcab8198f9cbd6c7c6a,Kiên Giang,0392872351,0,2023-12-05,BATCH-5487
TXN-823505,096195910454,Hồ Văn Xuân,33408970396898,0908785027,34429713551,Dương Đức Toàn,20000000,VND,Thanh toán thẻ,Mobile Banking,Chờ xác nhận,ho.van.xuan39@outlook.com,76.59.225.138,3fda9c8c7c3da7f81bfcfbc5eb8ecec3,Hưng Yên,0893060617,10000,2022-02-26,BATCH-7768
TXN-115568,036001901329,Phạm Bảo Việt,4661013160064,0791503328,827216655,Bùi Quốc Tâm,5000000,VND,Nạp tiền,ATM,Thành công,pham.bao.viet532@outlook.com,129.30.181.158,ab5eae1b912beb412fbdfdf0bfb121dc,Bắc Ninh,0934246087,10000,2023-09-27,BATCH-3150
TXN-942144,092367044082,Phan Văn Long,37891324888740,0771720979,86643669051091,Ngô Hữu Giang,10000000,VND,Rút tiền,Quầy giao dịch,Thành công,phan.van.long95@gmail.com,99.33.129.133,fcefc246a04bb70abb4dccfaa9feedaf,Hải Phòng,0593620493,5000,2023-07-10,BATCH-8695
TXN-813260,014293764255,Đặng Quốc Tuấn,6161100186382153,0564937032,5197787880298,Bùi Minh An,1000000,VND,Chuyển khoản,ATM,Chờ xác nhận,dang.quoc.tuan533@hotmail.com,74.217.239.141,80acae577a25a926b53aabc9d1cbd3d0,Hà Nội,0361746008,0,2023-04-09,BATCH-8287
TXN-158718,024288011773,Đặng Minh Toàn,294508280,0866359772,62086726772444,Ngô Xuân Bình,200000,VND,Mua sắm online,POS,Thành công,dang.minh.toan327@outlook.com,147.199.150.28,fa62f3ef21aa942be5cb90a9ede30bba,Bắc Ninh,0928170682,0,2023-02-05,BATCH-4628
TXN-477693,025270722098,Huỳnh Đức Toàn,802673371656733,0855177251,45643021971117,Bùi Thành Long,100000000,VND,Mua sắm online,ATM,Chờ xác nhận,huynh.duc.toan629@outlook.com,85.231.67.233,e5e744a700e0ddcae0d2be53eda2b0a4,Hà Nội,0899461094,1000,2022-09-20,BATCH-1970
TXN-945773,082173325397,Bùi Xuân Dũng,846693499,0382805740,0918622621928428,Lý Ngọc Việt,1000000,VND,Rút tiền,Mobile Banking,Đang xử lý,bui.xuan.dung375@yahoo.com,47.76.227.10,00ec1cc5df92cfcdef8e85c9a09cb733,Quảng Ninh,0967776451,1000,2024-10-30,BATCH-1106
TXN-902614,064179485926,Lê Minh Quân,17960441550,0974276690,1614797263,Hoàng Thành Quân,1000000,VND,Chuyển khoản,Quầy giao dịch,Đang xử lý,le.minh.quan121@yahoo.com,228.141.178.13,f764ab9afafdbeb7aae98cb1fac26af4,Hải Dương,0357557842,2000,2022-10-24,BATCH-2765
TXN-107883,036062433794,Hoàng Văn Dũng,579626283,0942780734,500996444486,Hoàng Thanh Nam,100000,VND,Chuyển khoản,POS,Đang xử lý,hoang.van.dung730@gmail.com,141.153.87.27,73dcc1c7da7f10d4a7bd3ca9bb30c164,Hưng Yên,0381983722,5000,2022-01-05,BATCH-3416
TXN-595460,080100701512,Trần Thành Nam,84048022033795,0901813175,163834391808,Vũ Thùy Yến,1000000,VND,Nạp tiền,Mobile Banking,Thành công,tran.thanh.nam940@yahoo.com,199.101.125.165,7d5cf6c32d1229db5301154daacc2ea9,TP. Hồ Chí Minh,0839420287,2000,2024-06-29,BATCH-6644
TXN-264511,056181175924,Vũ Trung Toàn,4699541869427,0811134907,75867611292567,Dương Bảo Giang,10000000,VND,Thanh toán thẻ,POS,Thất bại,vu.trung.toan158@gmail.com,24.96.11.98,fcffa561b35f6dfac9e7ff0bf8b9e9ad,Nghệ An,0342785015,1000,2023-12-13,BATCH-2162
TXN-923332,075161329253,Ngô Quốc Toàn,9926099684341,0867296385,17629280159,Phan Thành Bình,20000000,VND,Mua sắm online,Internet Banking,Thành công,ngo.quoc.toan519@outlook.com,86.235.53.41,bfecc5d3e64f9f3cbb749aca9b5162ef,Thanh Hóa,0797168441,1000,2022-09-20,BATCH-6473
TXN-553046,058200462847,Đỗ Ngọc Giang,449913583858,0928472776,974333359,Bùi Thị Bình,500000,VND,Rút tiền,Mobile Banking,Thành công,do.ngoc.giang334@outlook.com,136.25.233.198,a4d569f9a8eee0a3eb871e9dccef3e20,Đồng Nai,0901825008,2000,2024-03-17,BATCH-6722
TXN-362329,001076730671,Hồ Thùy Lan,90075668592243,0811011860,0114008423927,Lê Xuân Hà,200000,VND,Mua sắm online,Internet Banking,Thành công,ho.thuy.lan470@outlook.com,153.119.71.166,1aae5b7eb3ffdbdc2b5bbc912e2b0a1d,Hải Phòng,0907150934,5000,2024-08-18,BATCH-2057
TXN-553985,001079597469,Lý Hữu Quân,859494416,0904689894,5939941192,Vũ Thị Thảo,20000000,VND,Chuyển khoản,POS,Chờ xác nhận,ly.huu.quan422@yahoo.com,197.240.210.252,4cc25ed4e5ecc9929fa3dcac00ec1b5e,Bình Dương,0391631964,2000,2022-01-21,BATCH-5666
TXN-192944,080377691453,Hoàng Ngọc Tuấn,9656118585,0371186213,032160462780,Hồ Ngọc Xuân,50000000,VND,Mua sắm online,Internet Banking,Thành công,hoang.ngoc.tuan675@hotmail.com,1.148.3.193,0aaf30568cacf4f9e8c6f6ef2a28734f,Thái Nguyên,0867826171,10000,2024-01-02,BATCH-4883
TXN-669031,002073346821,Nguyễn Phương Châu,4763781240559,0355647249,668461178468283,Phan Bảo Việt,1000000,VND,Thanh toán hóa đơn,Mobile Banking,Thành công,nguyen.phuong.chau573@protonmail.com,215.127.139.197,cd5ad4a8cfaac79ca0edae57221d6764,Bắc Ninh,0904283644,10000,2024-07-16,BATCH-6035
TXN-341097,094383337664,Trần Ngọc Toàn,5394208795485808,0962462269,3818030060,Phạm Minh Toàn,100000000,VND,Mua sắm online,ATM,Chờ xác nhận,tran.ngoc.toan4@protonmail.com,97.126.12.131,dace3c54b0e0a46c0deb29ffc6af22ac,Thanh Hóa,0984869057,5000,2024-10-09,BATCH-5263
TXN-156553,093098050750,Vũ Đức Thảo,80899042087489,0853136146,2873408371,Lý Phương Uyên,5000000,VND,Mua sắm online,POS,Chờ xác nhận,vu.duc.thao163@gmail.com,252.137.187.103,c795afe7cdb3bbef2f9c18d1a4a0daf9,Bắc Ninh,0585547446,1000,2023-06-27,BATCH-9625
TXN-807260,095303482421,Vũ Trung Yến,3609511973653274,0841267250,144970859192285,Hồ Thành Tuấn,20000000,VND,Rút tiền,Quầy giao dịch,Đang xử lý,vu.trung.yen642@gmail.com,48.172.156.192,35dc8f77eae0bff0a3ce211e39e88fcc,Ninh Bình,0886058223,10000,2024-08-04,BATCH-9261
TXN-196994,077182944247,Huỳnh Quốc Bình,668944962,0947344008,131853229460,Đỗ Thành Việt,2000000,VND,Rút tiền,Internet Banking,Chờ xác nhận,huynh.quoc.binh863@yahoo.com,230.109.191.107,aabb912e4bce4dde570b0519db18c932,Hà Nội,0392254886,10000,2024-02-28,BATCH-2479
TXN-612136,017064847149,Lý Trung Việt,392411475484166,0836744150,780678641434,Trần Hữu Nga,200000,VND,Nạp tiền,POS,Thành công,ly.trung.viet578@outlook.com,24.177.194.92,ca00dd7effd089a48b18b1f0febfa176,Nghệ An,0363517951,10000,2023-10-08,BATCH-7405
TXN-502615,075395475666,Lý Quốc Mai,440739823783,0859164470,73159588485,Hồ Quốc Thảo,200000,VND,Thanh toán thẻ,Internet Banking,Thành công,ly.quoc.mai556@yahoo.com,188.232.214.239,23dfa2b27ab8aa1db239fefc06cb11c6,Quảng Ninh,0774100740,2000,2024-05-18,BATCH-3029
TXN-543517,054283766470,Ngô Hữu Tâm,1805639369,0933080797,869708815164,Nguyễn Thùy An,100000000,VND,Thanh toán hóa đơn,Internet Banking,Thất bại,ngo.huu.tam724@hotmail.com,212.250.192.13,8c1b5a5db608da64bd3afa092849f39d,Kiên Giang,0976585673,1000,2023-07-13,BATCH-2376
TXN-522966,091383839760,Nguyễn Xuân Linh,9596932404095383,0785842076,957591212485717,Đặng Ngọc Châu,10000000,VND,Nạp tiền,Internet Banking,Đang xử lý,nguyen.xuan.linh394@outlook.com,200.119.254.170,6bee4b22ff12721e721765cbd3b1ddaf,TP. Hồ Chí Minh,0882361178,1000,2022-12-07,BATCH-3027
TXN-351237,052380856622,Đỗ Văn Toàn,85542563077,0863440956,4946777986,Trần Hữu Quân,100000,VND,Thanh toán thẻ,ATM,Chờ xác nhận,do.van.toan474@yahoo.com,40.116.8.169,2fe329abafacdce02610c9fd1fa6e5e2,Quảng Ninh,0973310489,1000,2023-09-23,BATCH-6299
TXN-622357,010169408111,Ngô Quốc Mai,953836701980,0985966863,5167164177310,Bùi Thị Tuấn,10000000,VND,Rút tiền,ATM,Thất bại,ngo.quoc.mai487@hotmail.com,87.140.89.235,4d335320eca6afafe79c8b953a58fde8,Thừa Thiên Huế,0907148444,10000,2024-02-05,BATCH-9293
TXN-410450,037165762592,Hoàng Trung Việt,0511434733248,0844801862,5163493819,Đỗ Đức Phúc,50000,VND,Thanh toán hóa đơn,Quầy giao dịch,Đang xử lý,hoang.trung.viet318@yahoo.com,3.104.84.13,d53d9fb2cc3a529f3baaf1ee7b998f68,Ninh Bình,0348013741,10000,2024-02-09,BATCH-2244
TXN-576641,075197831122,Ngô Đức Dũng,925379064851729,0858364236,633131931097413,Phạm Bảo Yến,50000000,VND,Chuyển khoản,ATM,Thất bại,ngo.duc.dung481@outlook.com,125.154.164.176,21abcd7a2f2fa1effc31d5dcd2a2c487,Thái Nguyên,0817693182,0,2024-04-07,BATCH-8008
TXN-335669,046068408797,Phạm Văn An,933879296177,0391469326,6711201149299211,Bùi Anh Tuấn,100000,VND,Chuyển khoản,POS,Thành công,pham.van.an735@hotmail.com,236.52.9.113,fdd8feed35ea98e7bb9b0ede70441c48,Cần Thơ,0599404137,10000,2024-04-27,BATCH-2016
TXN-939641,054198561032,Dương Anh Lan,8321146026178,0811343841,440791951795053,Dương Quốc Linh,100000,VND,Mua sắm online,Mobile Banking,Đang xử lý,duong.anh.lan391@gmail.com,43.171.71.96,dc27fbed4ff3d224eaadf795a947c7df,Đồng Nai,0768592121,0,2024-11-29,BATCH-1254
TXN-303767,045392588768,Hoàng Ngọc Nam,8755850618,0767774779,9543631230516779,Lý Anh Yến,1000000,VND,Rút tiền,POS,Thành công,hoang.ngoc.nam80@hotmail.com,40.6.161.125,c7bf52a2be6ff78386decfffde2b3dd8,Thanh Hóa,0782200374,2000,2022-08-19,BATCH-1652
TXN-433082,096082675856,Đặng Đức Tâm,603238228,0839486777,23410120566,Hồ Bảo Long,200000,VND,Chuyển khoản,Quầy giao dịch,Thành công,dang.duc.tam829@protonmail.com,105.24.133.73,c4bfed8fe318ad3c02da83c7739a6289,Bình Dương,0598388002,2000,2023-10-20,BATCH-3331
TXN-459380,031077067620,Đỗ Xuân Sơn,429627104555,0366636666,349696683,Hoàng Hữu Long,1000000,VND,Thanh toán thẻ,ATM,Chờ xác nhận,do.xuan.son480@hotmail.com,155.158.225.236,c9cb7baef75cc2fbd58a6e8cc5d16f7a,Hưng Yên,0788953317,5000,2022-04-10,BATCH-2532
TXN-162040,095064208257,Trần Đức Tâm,9947052979,0907767182,81049374798026,Nguyễn Trung Nga,100000,VND,Mua sắm online,POS,Thất bại,tran.duc.tam563@protonmail.com,86.179.198.221,be86de6bdca05f56b84f975ca225165e,Cần Thơ,0857434655,2000,2024-08-25,BATCH-9635
TXN-353439,062264727877,Hoàng Bảo Uyên,8974943689687197,0818509781,650484110836786,Nguyễn Phương Dũng,10000000,VND,Mua sắm online,Internet Banking,Chờ xác nhận,hoang.bao.uyen556@hotmail.com,157.130.162.146,da56323bbcbf1d4d2bee93ed49ddecdd,Hải Dương,0897682129,2000,2022-08-03,BATCH-2875
TXN-295337,054292178888,Ngô Thành Uyên,8771732110,0348990701,276809430993720,Lê Anh Linh,100000,VND,Mua sắm online,Quầy giao dịch,Thành công,ngo.thanh.uyen667@hotmail.com,151.250.127.210,1eda3edbb98668602aeebcefe8fbdc4d,Hải Dương,0837084091,0,2024-03-08,BATCH-8223
TXN-428167,051202793109,Nguyễn Quốc Quân,801672634628173,0326622591,6874524364312239,Nguyễn Phương Việt,2000000,VND,Thanh toán hóa đơn,Quầy giao dịch,Đang xử lý,nguyen.quoc.quan297@yahoo.com,13.223.199.177,16a0a31baeb3e8e9ce22a1abf5c60f1a,Hải Dương,0893823904,1000,2023-12-05,BATCH-4341
TXN-294152,004066437509,Hồ Thị Việt,23088656159,0965242285,4562493545132,Ngô Đức Thảo,10000000,VND,Thanh toán hóa đơn,POS,Thất bại,ho.thi.viet877@outlook.com,106.36.138.25,ffbd72f6c7aeb97dffd5055a6f75ce7d,Đà Nẵng,0702409595,5000,2023-12-08,BATCH-5412
TXN-941344,014293391506,Đỗ Anh Sơn,79911632498,0322129882,247950176,Dương Đức Yến,5000000,VND,Rút tiền,Internet Banking,Đang xử lý,do.anh.son672@yahoo.com,163.7.118.25,cf7af895b725f8a57dcaca9d4de4dda3,Đà Nẵng,0942657996,1000,2022-10-06,BATCH-5034
TXN-631808,087081576045,Nguyễn Anh Bình,531478265,0329569296,017568811,Phạm Thành Toàn,500000,VND,Rút tiền,Quầy giao dịch,Thành công,nguyen.anh.binh737@protonmail.com,216.192.25.92,707d1526cdbccab41fd9c99c56bbafb3,Bình Dương,0788913543,0,2023-03-01,BATCH-7972
TXN-763362,062280596544,Vũ Bảo Toàn,9700860601084719,0917589379,996036498462,Trần Quốc Hùng,50000,VND,Rút tiền,Quầy giao dịch,Chờ xác nhận,vu.bao.toan801@hotmail.com,139.218.111.85,cdabdbd55fac61ef5a03ef41e2abf3be,Hải Dương,0912707671,10000,2023-05-17,BATCH-8481
TXN-531514,001199997374,Trần Thị Dũng,48412134739019,0888893603,800016232333216,Phạm Đức Toàn,20000000,VND,Chuyển khoản,Internet Banking,Đang xử lý,tran.thi.dung608@hotmail.com,64.227.186.222,7be9fce3a37d0082e9168251f8db1b7c,Bắc Ninh,0978221045,2000,2023-10-26,BATCH-4396
TXN-686683,038093920961,Huỳnh Quốc Phúc,77185321123260,0821424822,1389846740284253,Nguyễn Thị Long,2000000,VND,Chuyển khoản,Quầy giao dịch,Đang xử lý,huynh.quoc.phuc319@yahoo.com,76.72.53.34,eb145cbacdc0dadcdd98eed5b561cfed,Hưng Yên,0394003949,5000,2022-12-19,BATCH-8152
TXN-934695,002063297142,Đỗ Thùy Phúc,179760712824,0905308589,396198433958835,Bùi Trung Dũng,100000,VND,Chuyển khoản,Quầy giao dịch,Chờ xác nhận,do.thuy.phuc689@hotmail.com,76.133.197.17,7e3c8b4eadad487f93fbf7c4033f0555,Đồng Nai,0784617065,1000,2023-10-18,BATCH-1738
TXN-452659,091183548666,Lê Quốc Thảo,95037026596,0971936381,5982370912530,Hồ Xuân Thảo,5000000,VND,Thanh toán thẻ,POS,Chờ xác nhận,le.quoc.thao464@protonmail.com,118.134.15.73,f90559f7e5f84bf0fffedc5a46b3a09c,Đồng Nai,0825225330,0,2024-01-06,BATCH-5857
TXN-971917,064385677196,Lê Thùy Linh,90004499436,0963308319,13799802412,Lý Phương Thảo,100000000,VND,Thanh toán hóa đơn,ATM,Thành công,le.thuy.linh520@hotmail.com,4.141.124.115,4375bac83eda13ff6ee777b49bac4853,Nghệ An,0924465356,10000,2023-07-31,BATCH-6324
TXN-175181,062368403744,Bùi Bảo Uyên,771433547919494,0336149449,5210374621332,Nguyễn Thị Lan,50000000,VND,Mua sắm online,Internet Banking,Đang xử lý,bui.bao.uyen227@outlook.com,121.142.142.82,080dccc0eaedc52901d8bcce3ffc0ca3,Thừa Thiên Huế,0793354473,5000,2022-12-06,BATCH-5965
TXN-515544,022288338535,Đặng Quốc Giang,9861495967,0568721551,213980385278,Đỗ Trung Tuấn,2000000,VND,Rút tiền,POS,Thất bại,dang.quoc.giang256@hotmail.com,125.195.245.125,eafb554c20e4edbade1ba5fb687afea9,Ninh Bình,0928479277,1000,2022-04-01,BATCH-5040
TXN-748577,083394518395,Trần Đức Xuân,84524944678,0845605414,8711436740496442,Dương Xuân Dũng,1000000,VND,Nạp tiền,Quầy giao dịch,Thành công,tran.duc.xuan39@gmail.com,17.34.204.147,950cbaed86f69eaf64df3a47cbaf3a7d,Đà Nẵng,0794259505,5000,2022-07-11,BATCH-9074
TXN-122955,025091123360,Đặng Minh Uyên,46884999683524,0784279884,472428334,Lê Văn Tâm,50000,VND,Chuyển khoản,Quầy giao dịch,Đang xử lý,dang.minh.uyen107@gmail.com,74.6.1.235,bc4a8518b5732205bdfefc8db528cbd2,Thái Nguyên,0766106643,5000,2022-05-27,BATCH-5417
TXN-483853,051381980502,Huỳnh Đức Dũng,29591862124224,0965181052,916111224057,Phan Quốc Linh,500000,VND,Thanh toán thẻ,Quầy giao dịch,Đang xử lý,huynh.duc.dung754@protonmail.com,24.36.89.228,2b4f5ab14cc4fe4b6cc8ebc6aafee04d,Thanh Hóa,0985504359,0,2024-10-11,BATCH-1736
TXN-498353,040293509335,Trần Xuân Châu,3739536449,0764668396,9116619162,Nguyễn Thành Tuấn,20000000,VND,Thanh toán thẻ,ATM,Thất bại,tran.xuan.chau402@outlook.com,79.179.158.242,85cd1a8c64ee058b171201eb1cf6d0b3,Hà Nội,0942523844,10000,2022-05-23,BATCH-8303
TXN-377324,072277014270,Trần Xuân Nga,840674493,0988624480,060299624332385,Đặng Thùy Hà,2000000,VND,Mua sắm online,Internet Banking,Chờ xác nhận,tran.xuan.nga915@hotmail.com,217.233.37.171,45ffa7dbbebbb3f3bada36babace290a,Thanh Hóa,0564902212,1000,2023-05-12,BATCH-9423
TXN-602383,042395528514,Hoàng Anh Hà,51726092933,0593722174,358202757,Đặng Thị Yến,2000000,VND,Mua sắm online,Internet Banking,Chờ xác nhận,hoang.anh.ha37@protonmail.com,131.98.33.3,650195fb59babd3f2e1dd6ddaaf09de8,Đà Nẵng,0398870998,10000,2022-07-15,BATCH-5225
TXN-524569,033189044388,Lê Thành Dũng,4164849337,0374174348,69812777245966,Trần Thị Thảo,10000000,VND,Rút tiền,Quầy giao dịch,Đang xử lý,le.thanh.dung23@protonmail.com,155.83.177.207,afa3ceb6cea03fc894caf75a37bed4a9,Đồng Nai,0357125758,5000,2023-07-21,BATCH-4205
TXN-499122,038390144086,Hồ Thị Tâm,4490146464818079,0979605673,2536896728552915,Đỗ Phương Việt,20000000,VND,Rút tiền,Mobile Banking,Chờ xác nhận,ho.thi.tam700@yahoo.com,97.24.123.96,7bbd9e3cadbc6ad27d37b8e2c3d771c5,Hải Phòng,0926729288,1000,2024-11-29,BATCH-4322
TXN-317836,045377236607,Huỳnh Bảo Mai,67444669624404,0322305972,790081216578097,Bùi Văn Uyên,100000,VND,Nạp tiền,Internet Banking,Đang xử lý,huynh.bao.mai12@outlook.com,198.130.177.102,26fb32cce7ccbf4ebaada3dbe4fbaaef,Bắc Ninh,0937076809,5000,2023-05-24,BATCH-8872
TXN-255400,011177374399,Lý Thùy Nga,2467149031,0382909551,01318956572799,Vũ Bảo Long,1000000,VND,Thanh toán hóa đơn,Internet Banking,Đang xử lý,ly.thuy.nga648@outlook.com,110.136.183.114,a841b31a07efae06401eeae5aedd72a2,Cần Thơ,0925851039,0,2024-12-12,BATCH-5029
TXN-675347,067284253089,Phạm Ngọc Yến,48359200533075,0964982460,8896207828858,Phạm Thị Châu,50000000,VND,Thanh toán hóa đơn,POS,Chờ xác nhận,pham.ngoc.yen943@outlook.com,72.244.218.157,78f062d4f0449d50dd9bded48c3b88f1,Thừa Thiên Huế,0705076555,5000,2022-07-13,BATCH-1599
TXN-549495,086195019571,Bùi Anh An,62767118742982,0838342130,817737954,Dương Văn Linh,500000,VND,Chuyển khoản,Mobile Banking,Thành công,bui.anh.an628@yahoo.com,135.119.157.119,cd9daa2dd34390db0a0d2ff7bf55bd3d,Quảng Ninh,0881847607,0,2023-02-09,BATCH-8385
TXN-458378,045190558165,Đỗ Văn Tâm,22169225891,0397699932,96487230804939,Ngô Thùy Giang,500000,VND,Rút tiền,POS,Thành công,do.van.tam97@yahoo.com,75.130.83.21,ce01912e4bbaaa6aa6eccbeb64a0c2ea,Đà Nẵng,0865504612,0,2022-12-15,BATCH-1351
TXN-895744,026172674103,Đỗ Trung Long,603997806857223,0702343174,39164437375,Đặng Minh Nga,50000000,VND,Nạp tiền,ATM,Chờ xác nhận,do.trung.long536@yahoo.com,10.173.234.154,f01712fa1bc6ed3fbf6edfa303d2425c,Nghệ An,0902043506,1000,2024-04-12,BATCH-6369
TXN-428671,022094400663,Bùi Anh An,693868818265,0562767938,77227849183229,Nguyễn Xuân Hà,100000,VND,Rút tiền,ATM,Thành công,bui.anh.an157@gmail.com,174.253.23.123,cab3211a8ea7514faf1d4fce6cc211b4,Bình Dương,0324869098,1000,2022-01-18,BATCH-8519
TXN-857755,020079136336,Đặng Văn Nga,664012546180,0831580876,0136571602634,Vũ Thanh Dũng,50000000,VND,Nạp tiền,POS,Thành công,dang.van.nga20@gmail.com,4.193.183.114,29d7afb8a9ab429e8f7a31a2bbcc9b4c,Đồng Nai,0585842055,10000,2022-04-30,BATCH-4682
TXN-101899,049089905642,Phan Bảo Thảo,5834630451,0762515876,2394149797,Lê Xuân Giang,50000,VND,Mua sắm online,POS,Chờ xác nhận,phan.bao.thao225@yahoo.com,19.227.143.189,6f1a7127491a3c52575dc2ac1c5cfca1,Cần Thơ,0763239047,0,2023-12-31,BATCH-5859
TXN-909304,079170189224,Bùi Văn Xuân,6469471607,0764607347,940499741061,Lý Phương Bình,50000,VND,Rút tiền,ATM,Thất bại,bui.van.xuan393@yahoo.com,134.71.244.140,a50c19cb50fd1e0dbad2e0f2deac543a,Hưng Yên,0975575227,5000,2022-01-21,BATCH-5998
TXN-174617,064193123889,Nguyễn Thị Lan,164984148393553,0844668567,76158904131,Nguyễn Phương Việt,1000000,VND,Thanh toán hóa đơn,POS,Thất bại,nguyen.thi.lan283@hotmail.com,165.5.214.77,87605e693c9cd50bc2ea86dcd0e08880,Quảng Ninh,0568508617,2000,2023-05-02,BATCH-5942
TXN-820773,038180361285,Hoàng Đức Quân,27130608193622,0963074435,49485164320,Hoàng Phương Long,100000,VND,Chuyển khoản,ATM,Thất bại,hoang.duc.quan82@hotmail.com,203.97.135.66,0fab2d90e334a94eacd458f44dc0fe9c,Nghệ An,0892280955,0,2022-09-05,BATCH-3204
TXN-723236,037160739268,Nguyễn Ngọc Tâm,966234750869412,0581279311,764011246632,Hồ Hữu Nam,2000000,VND,Mua sắm online,POS,Đang xử lý,nguyen.ngoc.tam795@yahoo.com,25.211.34.209,430a28f73fc18ae5e6bcb6f2fee3fe73,Ninh Bình,0819460245,5000,2023-06-21,BATCH-8489
TXN-302959,044273732699,Hoàng Xuân Giang,093167966441887,0567242270,888361990174871,Hoàng Thùy Tuấn,2000000,VND,Mua sắm online,Mobile Banking,Chờ xác nhận,hoang.xuan.giang254@yahoo.com,199.203.167.185,d71b815d0c57dba1a725822eae3cb62e,Ninh Bình,0829628516,2000,2024-12-19,BATCH-2841
TXN-394919,082170871236,Dương Anh Uyên,04371436648,0788067271,886701193376,Vũ Thanh Hùng,5000000,VND,Mua sắm online,ATM,Đang xử lý,duong.anh.uyen110@gmail.com,160.84.207.72,ef95bd7e74aeade2c0e21ec51cc36ff8,Hưng Yên,0381846828,0,2023-01-20,BATCH-3507
TXN-889188,036368303214,Phạm Văn An,9777934028,0928806492,85829660595248,Phan Thành Toàn,100000,VND,Nạp tiền,Internet Banking,Thất bại,pham.van.an506@gmail.com,166.35.54.214,c40f41d1f0a381fce6e183fd382174d7,Bắc Ninh,0936685805,5000,2022-11-11,BATCH-3205
TXN-100375,087188543481,Dương Thành Nga,8805439351975214,0357074875,529336309,Phan Ngọc Toàn,100000,VND,Chuyển khoản,Internet Banking,Chờ xác nhận,duong.thanh.nga265@yahoo.com,155.180.238.222,5bdefa95e8f31ab8bb5edcb872347e7d,Hà Nội,0346993813,10000,2024-08-09,BATCH-1670
TXN-717722,019260174826,Lý Quốc Yến,1910656814,0839774786,060022318888,Hồ Trung Mai,50000000,VND,Thanh toán hóa đơn,Internet Banking,Đang xử lý,ly.quoc.yen305@gmail.com,243.113.123.151,9e8ad9035a31bcf1d6d9c6c110c0e1ef,Bắc Ninh,0581382739,0,2022-03-25,BATCH-6146
TXN-791103,084192402487,Phan Trung Mai,65751676547926,0771384948,624035324488164,Lý Anh Phúc,5000000,VND,Nạp tiền,POS,Thành công,phan.trung.mai235@hotmail.com,109.229.86.13,c5d9eeb5d07ceabaab8e55b4f6b1af2e,Quảng Ninh,0975487561,10000,2024-05-16,BATCH-6568
TXN-206219,004064198664,Hoàng Thùy Việt,443178387605,0856330317,917259081,Nguyễn Thanh Hùng,20000000,VND,Thanh toán thẻ,ATM,Đang xử lý,hoang.thuy.viet972@gmail.com,110.24.192.209,efc1eaddcc0cdcbc1acc2bf45e3abbde,Cần Thơ,0792141988,10000,2024-07-05,BATCH-3564
TXN-603523,095190464587,Đỗ Thanh Nam,4275714464,0935073863,717693770,Ngô Thị Phúc,10000000,VND,Mua sắm online,Internet Banking,Chờ xác nhận,do.thanh.nam63@hotmail.com,119.80.181.29,5bf3afcbaad214cafaab6d036ddcc9bf,Thanh Hóa,0766017672,10000,2024-05-05,BATCH-9803
TXN-162113,060285118956,Hoàng Minh Thảo,867522680899,0771235191,8343947175,Đỗ Xuân Châu,500000,VND,Thanh toán thẻ,POS,Chờ xác nhận,hoang.minh.thao396@protonmail.com,91.204.136.194,ab3d8daac1a1cc32301eceb1999eb1ab,TP. Hồ Chí Minh,0763689537,10000,2024-08-20,BATCH-2935
TXN-195470,066380981445,Hồ Quốc Tâm,57586808110965,0353463857,8671564475836,Huỳnh Trung Thảo,50000000,VND,Thanh toán hóa đơn,Mobile Banking,Đang xử lý,ho.quoc.tam407@hotmail.com,151.159.173.32,8d5182c6fd2a5ffbdbf969adaf17da3f,Hải Dương,0354469476,2000,2023-09-08,BATCH-5927
TXN-835757,056370220881,Trần Minh Xuân,638622407,0561755440,0858753940264,Trần Văn Phúc,200000,VND,Chuyển khoản,Quầy giao dịch,Chờ xác nhận,tran.minh.xuan68@outlook.com,79.195.240.119,9f0293ea35b1bfabc7b52fbdbca37fa0,Nghệ An,0812600167,10000,2024-07-28,BATCH-8217
