emp_id,so_cccd,ho_ten_nv,d_entry,sdt_ca_nhan,personal_email,work_email,res_data,phong_ban,chuc_vu,m_val,stk_ngan_hang,ten_ngan_hang,t_code,ins_num,ngay_vao_lam,loai_hop_dong,noi_lam_viec,manager_id,created_at
EMP-641036,044071696805,Hồ Thị Linh,1971-06-21,0855224799,ho.thi.linh321@protonmail.com,ho.thi.linh@fpt.com.vn,"301 Hai Bà Trưng, Xã Bình Minh, Huyện Trảng Bom, Đồng Nai",Tài chính - Kế toán,Nhân viên,45000000,35286615361441,MB Bank,044071696805,3917577969,2024-07-25,Thử việc,Hà Nội,EMP-708206,2022-03-23
EMP-805084,036389309075,Nguyễn Minh Hà,1989-10-14,0796602030,nguyen.minh.ha485@yahoo.com,nguyen.minh.ha@masan.com.vn,"366 Hoàng Diệu, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Công nghệ thông tin,Thực tập sinh,27000000,6300685155180,VPBank,036389309075,9900840227,2014-11-17,Chính thức,Quảng Ninh,EMP-778418,2024-03-19
EMP-993672,084001390539,Phan Thùy Nam,2001-10-06,0818584271,phan.thuy.nam589@protonmail.com,phan.thuy.nam@viettel.com.vn,"269 Lý Thường Kiệt, Phường Phùng Chí Kiên, TX. Mỹ Hào, Hưng Yên",Vận hành,Phó phòng,13500000,35417109713,TPBank,084001390539,3407715961,2019-05-18,Cộng tác viên,Hải Dương,EMP-593784,2023-05-11
EMP-187649,033171553760,Đặng Bảo Hùng,1971-05-04,0973581552,dang.bao.hung604@hotmail.com,dang.bao.hung@masan.com.vn,"222 Hoàng Văn Thụ, Phường Suối Tre, TP. Long Khánh, Đồng Nai",Chăm sóc khách hàng,Thực tập sinh,4500000,3595788567555,Techcombank,033171553760,2817785676,2013-10-16,Cộng tác viên,Hải Phòng,EMP-195145,2024-09-20
EMP-172863,056162856902,Đặng Văn An,1962-10-18,0364006739,dang.van.an27@yahoo.com,dang.van.an@vnpt.vn,"158 Đinh Tiên Hoàng, Phường An Bình, Quận Ninh Kiều, Cần Thơ",Nhân sự,Chuyên viên,13000000,694073251730,Vietcombank,056162856902,7304582255,2012-03-31,Thử việc,Cần Thơ,EMP-250049,2022-03-03
EMP-127240,096000662900,Vũ Trung Phúc,2000-03-05,0811554404,vu.trung.phuc540@gmail.com,vu.trung.phuc@viettel.com.vn,"394 Trần Phú, Xã Mỹ Đức, Huyện Châu Phú, An Giang",Mua hàng,Phó phòng,4500000,3519237487,TPBank,096000662900,5899591771,2010-12-14,Cộng tác viên,TP. Hồ Chí Minh,EMP-872912,2023-08-29
EMP-747336,031280628394,Nguyễn Văn Nam,1980-12-14,0984628965,nguyen.van.nam77@yahoo.com,nguyen.van.nam@mbbank.com.vn,"231 Cách Mạng Tháng 8, Phường Tây Sơn, TP. Tam Điệp, Ninh Bình",Nhân sự,Phó giám đốc,12000000,14027842691,TPBank,031280628394,1695881871,2019-11-27,Chính thức,Hà Nội,EMP-341722,2022-01-20
EMP-494336,038298770638,Lê Thị Tuấn,1998-12-21,0824321638,le.thi.tuan310@yahoo.com,le.thi.tuan@viettel.com.vn,"202 Đinh Tiên Hoàng, Phường Phú Hội, TP. Huế, Thừa Thiên Huế",Mua hàng,Nhân viên,23500000,96795553625,VPBank,038298770638,8874983630,2011-01-01,Cộng tác viên,Ninh Bình,EMP-592997,2022-12-29
EMP-435985,015366586527,Hoàng Xuân Thảo,1966-03-12,0841122296,hoang.xuan.thao230@protonmail.com,hoang.xuan.thao@vnpt.vn,"180 Nam Kỳ Khởi Nghĩa, Phường Đông Mai, TX. Quảng Yên, Quảng Ninh",Công nghệ thông tin,Trưởng phòng,4000000,99031084951,TPBank,015366586527,9946751435,2017-05-14,Thử việc,Bắc Ninh,EMP-273015,2022-06-06
EMP-713198,033379776865,Ngô Trung Bình,1979-04-09,0884524124,ngo.trung.binh33@gmail.com,ngo.trung.binh@techcombank.com.vn,"360 Đinh Tiên Hoàng, Phường Minh Khai, TP. Hưng Yên, Hưng Yên",Kỹ thuật,Nhân viên,9000000,340969533616,Techcombank,033379776865,8055953249,2013-01-01,Chính thức,Bắc Ninh,EMP-732434,2024-05-10
EMP-675493,002275193503,Phạm Hữu Toàn,1975-06-19,0776333290,pham.huu.toan12@yahoo.com,pham.huu.toan@fpt.com.vn,"296 Nam Kỳ Khởi Nghĩa, Phường Dị Sử, TX. Mỹ Hào, Hưng Yên",Chăm sóc khách hàng,Chuyên viên,39000000,880796248036,Vietcombank,002275193503,9835004018,2018-05-23,Thời vụ,Hải Phòng,EMP-605912,2022-03-28
EMP-579534,030076058755,Đỗ Hữu Uyên,1976-05-28,0343488744,do.huu.uyen375@outlook.com,do.huu.uyen@mbbank.com.vn,"192 Lê Lợi, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng",Nhân sự,Nhân viên,39500000,853150981,VietinBank,030076058755,5912731887,2023-09-12,Thời vụ,Hưng Yên,EMP-911377,2024-11-18
EMP-248071,058366697561,Vũ Trung Linh,1966-06-17,0936978275,vu.trung.linh647@gmail.com,vu.trung.linh@vingroup.net,"90 Trường Chinh, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",Pháp lý,Giám đốc,11500000,470539617,ACB,058366697561,8650471285,2022-05-25,Chính thức,An Giang,EMP-517274,2022-11-10
EMP-689314,026066774509,Lý Phương Linh,1966-02-14,0799086757,ly.phuong.linh755@outlook.com,ly.phuong.linh@fpt.com.vn,"326 Nguyễn Huệ, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",Tài chính - Kế toán,Phó phòng,12000000,7394322745902426,Agribank,026066774509,1121311087,2012-06-10,Thử việc,An Giang,EMP-376789,2024-12-16
EMP-889711,048169018004,Phan Ngọc Tâm,1969-06-23,0762200656,phan.ngoc.tam39@yahoo.com,phan.ngoc.tam@masan.com.vn,"207 Điện Biên Phủ, Phường Nghi Hòa, TX. Cửa Lò, Nghệ An",Nhân sự,Giám đốc,4500000,5187028003,VPBank,048169018004,3500993141,2023-06-01,Thử việc,Nghệ An,EMP-312191,2024-12-25
EMP-135071,052093449973,Phạm Thành Thảo,1993-08-07,0329524878,pham.thanh.thao125@yahoo.com,pham.thanh.thao@masan.com.vn,"37 Hai Bà Trưng, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh",Nhân sự,Chuyên viên,24500000,66662027453,TPBank,052093449973,2631618738,2024-07-15,Cộng tác viên,Hải Phòng,EMP-131370,2023-07-02
EMP-612381,068261914308,Hồ Đức Hùng,1961-09-07,0387792487,ho.duc.hung607@outlook.com,ho.duc.hung@techcombank.com.vn,"465 Cách Mạng Tháng 8, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",Marketing,Giám đốc,39500000,8543534073,VietinBank,068261914308,4976542567,2019-08-20,Thời vụ,Hải Dương,EMP-201207,2022-10-25
EMP-271991,037274482457,Nguyễn Quốc Tâm,1974-01-06,0568637943,nguyen.quoc.tam606@outlook.com,nguyen.quoc.tam@techcombank.com.vn,"156 Võ Thị Sáu, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Marketing,Trưởng nhóm,25500000,9372831882092,Sacombank,037274482457,8435603915,2019-07-31,Chính thức,Hưng Yên,EMP-417458,2024-05-30
EMP-779160,096183878510,Lý Trung Sơn,1983-12-12,0927957567,ly.trung.son874@outlook.com,ly.trung.son@masan.com.vn,"130 Lý Thường Kiệt, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",Công nghệ thông tin,Nhân viên,23000000,4477956987628,Vietcombank,096183878510,4025026526,2010-06-20,Thời vụ,Bình Dương,EMP-670821,2024-06-30
EMP-807809,006199794351,Hoàng Hữu Nga,1999-12-15,0843038520,hoang.huu.nga580@hotmail.com,hoang.huu.nga@masan.com.vn,"163 Điện Biên Phủ, Thị trấn An Dương, Huyện An Dương, Hải Phòng",Tài chính - Kế toán,Phó phòng,12000000,963784500752,TPBank,006199794351,5972670824,2014-09-19,Thử việc,Cần Thơ,EMP-100220,2022-08-07
EMP-773776,095380066673,Lý Ngọc Mai,1980-07-26,0331654142,ly.ngoc.mai423@outlook.com,ly.ngoc.mai@mbbank.com.vn,"336 Hoàng Văn Thụ, Phường Dư Hàng, Quận Lê Chân, Hải Phòng",Pháp lý,Nhân viên,28500000,7420605967445317,VietinBank,095380066673,1051751458,2012-07-20,Cộng tác viên,Hải Phòng,EMP-440911,2023-10-29
EMP-186121,019185601741,Trần Xuân An,1985-12-06,0569945715,tran.xuan.an926@outlook.com,tran.xuan.an@fpt.com.vn,"50 Nguyễn Trãi, Xã Đồng Lạc, Huyện Nam Sách, Hải Dương",Nhân sự,Phó giám đốc,3000000,11061117286049,ACB,019185601741,3561498831,2019-12-25,Cộng tác viên,Đà Nẵng,EMP-198978,2024-03-20
EMP-957345,068161397473,Trần Hữu Hùng,1961-01-15,0791315314,tran.huu.hung809@yahoo.com,tran.huu.hung@viettel.com.vn,"405 Điện Biên Phủ, Xã Lạc Đạo, Huyện Văn Lâm, Hưng Yên",Tài chính - Kế toán,Nhân viên,27500000,53208387878457,MB Bank,068161397473,4248885220,2024-10-31,Cộng tác viên,Bình Dương,EMP-299060,2022-12-22
EMP-141045,037087937467,Lê Quốc Nam,1987-03-29,0907317557,le.quoc.nam313@yahoo.com,le.quoc.nam@vingroup.net,"242 Hoàng Văn Thụ, Xã Bình Mỹ, Huyện Châu Phú, An Giang",Mua hàng,Trưởng nhóm,11000000,407558152376626,VPBank,037087937467,1105734280,2017-08-21,Thời vụ,Hà Nội,EMP-526005,2023-12-02
EMP-768069,045098227148,Lê Anh Uyên,1998-05-22,0945135476,le.anh.uyen68@outlook.com,le.anh.uyen@vnpt.vn,"232 Nguyễn Văn Cừ, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",Tài chính - Kế toán,Trưởng phòng,8000000,759130497,VietinBank,045098227148,2637586519,2016-06-04,Thử việc,Hải Phòng,EMP-269714,2022-08-09
EMP-118325,026303678810,Trần Văn Hà,2003-09-21,0908125794,tran.van.ha871@protonmail.com,tran.van.ha@viettel.com.vn,"64 Phan Đình Phùng, Phường Trường Sơn, TP. Sầm Sơn, Thanh Hóa",Kinh doanh,Phó phòng,29500000,6059144987179385,MB Bank,026303678810,6704124258,2022-11-27,Thử việc,Kiên Giang,EMP-568528,2024-05-13
EMP-316963,044284816709,Phạm Minh Toàn,1984-03-05,0964656226,pham.minh.toan516@outlook.com,pham.minh.toan@viettel.com.vn,"291 Trần Phú, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Nhân sự,Trưởng nhóm,9500000,2441809603225,VietinBank,044284816709,7763734114,2014-03-30,Thời vụ,Cần Thơ,EMP-431569,2024-09-04
EMP-233722,014363972365,Lý Bảo Hùng,1963-02-27,0893737324,ly.bao.hung249@gmail.com,ly.bao.hung@techcombank.com.vn,"229 Lý Thường Kiệt, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",Mua hàng,Chuyên viên,36000000,6071415593520,Techcombank,014363972365,8456951098,2020-07-10,Chính thức,Hà Nội,EMP-839279,2022-08-25
EMP-334389,048191204584,Hoàng Trung Quân,1991-01-13,0893209498,hoang.trung.quan599@outlook.com,hoang.trung.quan@vingroup.net,"3 Trần Phú, Xã Đại Đồng, Huyện Văn Lâm, Hưng Yên",Kinh doanh,Phó giám đốc,47500000,32147069177,TPBank,048191204584,6805880818,2015-10-29,Thử việc,Hưng Yên,EMP-164996,2024-06-01
EMP-270255,084385853242,Vũ Xuân Phúc,1985-01-16,0897726841,vu.xuan.phuc802@gmail.com,vu.xuan.phuc@fpt.com.vn,"120 Hoàng Văn Thụ, Phường Tứ Hạ, TX. Hương Trà, Thừa Thiên Huế",Chăm sóc khách hàng,Phó phòng,6000000,8034079445920319,Vietcombank,084385853242,3024581710,2021-11-13,Thử việc,Thái Nguyên,EMP-515660,2024-01-07
EMP-761287,048300899295,Bùi Thành Toàn,2000-04-22,0934737898,bui.thanh.toan208@gmail.com,bui.thanh.toan@mbbank.com.vn,"313 Hai Bà Trưng, Phường Phả Lại, TP. Chí Linh, Hải Dương",Tài chính - Kế toán,Chuyên viên,36500000,254417764,BIDV,048300899295,4011331063,2022-11-20,Cộng tác viên,Bắc Ninh,EMP-133573,2023-07-26
EMP-826606,082290962529,Hoàng Văn Bình,1990-05-27,0918168783,hoang.van.binh994@yahoo.com,hoang.van.binh@viettel.com.vn,"415 Hai Bà Trưng, Xã Ô Long Vĩ, Huyện Châu Phú, An Giang",Kinh doanh,Trưởng nhóm,7000000,100402724,Techcombank,082290962529,8310094468,2019-11-15,Thời vụ,Hà Nội,EMP-968499,2023-07-03
EMP-246051,096269022315,Ngô Hữu Hùng,1969-04-04,0933182614,ngo.huu.hung169@outlook.com,ngo.huu.hung@techcombank.com.vn,"139 Phạm Văn Đồng, Xã Tam Giang, Huyện Yên Phong, Bắc Ninh",Tài chính - Kế toán,Phó phòng,40000000,26390893644064,Agribank,096269022315,4822147522,2022-05-28,Chính thức,Đà Nẵng,EMP-156968,2023-11-16
EMP-661498,070097515154,Bùi Hữu Uyên,1997-11-04,0882963813,bui.huu.uyen298@outlook.com,bui.huu.uyen@vingroup.net,"177 Đinh Tiên Hoàng, Phường An Biên, Quận Lê Chân, Hải Phòng",Nhân sự,Phó phòng,20500000,7032736587874,Agribank,070097515154,1927960439,2021-07-11,Thử việc,Đà Nẵng,EMP-217811,2024-02-29
EMP-901742,075276603283,Đặng Minh Hùng,1976-05-21,0326951198,dang.minh.hung898@outlook.com,dang.minh.hung@viettel.com.vn,"353 Phan Đình Phùng, Phường Trần Phú, TP. Hải Dương, Hải Dương",Pháp lý,Trưởng phòng,47500000,120454620328,VietinBank,075276603283,6024405076,2022-02-15,Cộng tác viên,Nghệ An,EMP-453669,2023-10-27
EMP-906276,001360015085,Đỗ Quốc Tuấn,1960-10-23,0589440771,do.quoc.tuan946@outlook.com,do.quoc.tuan@vingroup.net,"266 Điện Biên Phủ, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",Mua hàng,Nhân viên,24000000,29920944095,VietinBank,001360015085,5288088279,2020-05-21,Cộng tác viên,Bắc Ninh,EMP-261675,2024-01-23
EMP-502467,072168975197,Ngô Văn Nga,1968-05-09,0322824550,ngo.van.nga928@protonmail.com,ngo.van.nga@masan.com.vn,"270 Lê Văn Sỹ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Nhân sự,Chuyên viên,41500000,40678819038233,Agribank,072168975197,1446658045,2011-12-12,Chính thức,Hải Dương,EMP-527868,2023-08-03
EMP-673782,034299865197,Ngô Trung Mai,1999-07-07,0396351546,ngo.trung.mai447@gmail.com,ngo.trung.mai@mbbank.com.vn,"107 Hoàng Văn Thụ, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",Pháp lý,Nhân viên,28500000,45418137047460,MB Bank,034299865197,7868774207,2010-10-30,Thời vụ,Đồng Nai,EMP-176781,2022-05-14
EMP-196798,019274670050,Lý Minh An,1974-11-28,0338458044,ly.minh.an910@gmail.com,ly.minh.an@masan.com.vn,"72 Hoàng Diệu, Phường Bần Yên Nhân, TX. Mỹ Hào, Hưng Yên",Pháp lý,Trưởng nhóm,36500000,71493418283476,Sacombank,019274670050,6880218787,2024-04-26,Thời vụ,Quảng Ninh,EMP-113275,2023-12-22
EMP-788118,025389733004,Lê Văn Lan,1989-07-31,0793399400,le.van.lan422@gmail.com,le.van.lan@vnpt.vn,"107 Nguyễn Huệ, Phường Phùng Chí Kiên, TX. Mỹ Hào, Hưng Yên",Kinh doanh,Chuyên viên,28000000,15456118090,VietinBank,025389733004,5408875248,2023-05-27,Cộng tác viên,Thái Nguyên,EMP-439992,2022-06-21
EMP-279436,017284492453,Lê Ngọc Thảo,1984-08-25,0765738170,le.ngoc.thao663@hotmail.com,le.ngoc.thao@techcombank.com.vn,"127 Lê Văn Sỹ, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",Công nghệ thông tin,Nhân viên,43500000,765445927,VPBank,017284492453,6460654602,2023-10-08,Chính thức,Hưng Yên,EMP-809581,2022-02-07
EMP-174072,094189900902,Trần Quốc Hùng,1989-09-12,0327979868,tran.quoc.hung954@hotmail.com,tran.quoc.hung@mbbank.com.vn,"233 Lý Thường Kiệt, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Pháp lý,Giám đốc,3500000,127110804569736,MB Bank,094189900902,8718990532,2012-07-15,Cộng tác viên,Thừa Thiên Huế,EMP-662675,2023-04-27
EMP-954766,064061595081,Huỳnh Bảo Nga,1961-06-25,0843131813,huynh.bao.nga617@yahoo.com,huynh.bao.nga@fpt.com.vn,"116 Lê Lợi, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế",Nhân sự,Trưởng phòng,38000000,77493145063,Vietcombank,064061595081,7196238412,2012-06-30,Thử việc,Thái Nguyên,EMP-685431,2023-05-13
EMP-131995,072386708914,Ngô Văn Nam,1986-10-04,0773078549,ngo.van.nam356@hotmail.com,ngo.van.nam@techcombank.com.vn,"158 Lê Văn Sỹ, Phường Tân Hiệp, TP. Biên Hòa, Đồng Nai",Chăm sóc khách hàng,Chuyên viên,7000000,4856499717867043,MB Bank,072386708914,3019419905,2024-09-15,Chính thức,Quảng Ninh,EMP-548279,2024-02-17
EMP-490556,031177603665,Phan Văn Hà,1977-04-08,0791439596,phan.van.ha644@protonmail.com,phan.van.ha@mbbank.com.vn,"298 Võ Thị Sáu, Phường Đông Ngàn, TP. Từ Sơn, Bắc Ninh",Vận hành,Giám đốc,24000000,7098424490741,VPBank,031177603665,6559213565,2020-02-29,Thử việc,Cần Thơ,EMP-157110,2022-11-17
EMP-385845,072270337809,Ngô Đức Linh,1970-06-20,0346881321,ngo.duc.linh613@outlook.com,ngo.duc.linh@vnpt.vn,"107 Nguyễn Trãi, Phường Tân An, Quận Ninh Kiều, Cần Thơ",Vận hành,Trưởng nhóm,20000000,97661990107843,VPBank,072270337809,5456377829,2019-02-26,Chính thức,An Giang,EMP-244991,2023-07-22
EMP-742378,040367341301,Đặng Thành Nga,1967-07-10,0882205426,dang.thanh.nga144@outlook.com,dang.thanh.nga@fpt.com.vn,"481 Hoàng Diệu, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",Nhân sự,Trưởng nhóm,37000000,22951256104518,Techcombank,040367341301,5789690100,2011-06-25,Thời vụ,Hải Dương,EMP-268015,2022-07-05
EMP-782530,080389478180,Vũ Quốc Mai,1989-04-14,0979854924,vu.quoc.mai747@yahoo.com,vu.quoc.mai@viettel.com.vn,"237 Hoàng Văn Thụ, Phường Tân Thành, Quận Tân Bình, TP. Hồ Chí Minh",Nhân sự,Nhân viên,43000000,6250018058366,Techcombank,080389478180,2461128497,2011-12-19,Thời vụ,Hưng Yên,EMP-753270,2023-07-28
EMP-618236,004175738231,Vũ Trung Uyên,1975-02-11,0826121563,vu.trung.uyen892@yahoo.com,vu.trung.uyen@vnpt.vn,"149 Bà Triệu, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Chăm sóc khách hàng,Thực tập sinh,45500000,1071701123656797,BIDV,004175738231,5211155551,2015-12-01,Thử việc,Kiên Giang,EMP-237581,2023-02-25
EMP-632192,052370024539,Lê Anh Dũng,1970-12-19,0386748303,le.anh.dung720@gmail.com,le.anh.dung@fpt.com.vn,"34 Võ Thị Sáu, Xã Hợp Tiến, Huyện Nam Sách, Hải Dương",Kỹ thuật,Trưởng phòng,6000000,0808180338457,Techcombank,052370024539,1942483658,2019-03-29,Cộng tác viên,Bắc Ninh,EMP-488351,2024-05-26
EMP-240738,030383059640,Bùi Quốc An,1983-07-28,0859986345,bui.quoc.an651@outlook.com,bui.quoc.an@techcombank.com.vn,"398 Võ Thị Sáu, Xã Hàm Ninh, TP. Phú Quốc, Kiên Giang",Mua hàng,Trưởng phòng,39000000,631266818639481,ACB,030383059640,5509504112,2018-01-15,Cộng tác viên,Bình Dương,EMP-197886,2024-10-28
EMP-209431,095182716919,Nguyễn Minh Mai,1982-08-26,0339264735,nguyen.minh.mai228@protonmail.com,nguyen.minh.mai@vingroup.net,"65 Nguyễn Văn Cừ, Xã Phong Phú, Huyện Bình Chánh, TP. Hồ Chí Minh",Pháp lý,Phó giám đốc,49500000,5908222725302627,Agribank,095182716919,7845600894,2018-02-25,Chính thức,Kiên Giang,EMP-787934,2022-08-13
EMP-970990,087166979194,Lý Thị Dũng,1966-04-02,0855282702,ly.thi.dung990@protonmail.com,ly.thi.dung@viettel.com.vn,"491 Hoàng Diệu, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Chăm sóc khách hàng,Giám đốc,18000000,337457729589,MB Bank,087166979194,9553074047,2016-09-22,Thử việc,Thừa Thiên Huế,EMP-319124,2022-04-13
EMP-821665,015095532980,Trần Văn Mai,1995-01-05,0924281174,tran.van.mai573@protonmail.com,tran.van.mai@mbbank.com.vn,"330 Bà Triệu, Xã Nam Trung, Huyện Nam Sách, Hải Dương",Tài chính - Kế toán,Nhân viên,2500000,785374724378,BIDV,015095532980,5494133859,2011-05-27,Thử việc,Bình Dương,EMP-229214,2024-12-16
EMP-627723,020386131239,Đặng Thanh Mai,1986-04-04,0796494695,dang.thanh.mai54@hotmail.com,dang.thanh.mai@techcombank.com.vn,"205 Phan Đình Phùng, Phường Mỹ Bình, TP. Long Xuyên, An Giang",Chăm sóc khách hàng,Trưởng nhóm,10000000,706099509,Vietcombank,020386131239,3834559036,2013-03-06,Thử việc,TP. Hồ Chí Minh,EMP-566717,2023-02-22
EMP-627566,087365312644,Bùi Thùy Phúc,1965-03-14,0882807648,bui.thuy.phuc390@gmail.com,bui.thuy.phuc@techcombank.com.vn,"79 Nam Kỳ Khởi Nghĩa, Phường Hà Khánh, TP. Hạ Long, Quảng Ninh",Mua hàng,Trưởng phòng,26000000,719034037,VietinBank,087365312644,9723176666,2020-03-24,Thử việc,Ninh Bình,EMP-431172,2022-07-05
EMP-535064,001272576875,Hoàng Hữu Toàn,1972-07-15,0816162044,hoang.huu.toan685@protonmail.com,hoang.huu.toan@mbbank.com.vn,"89 Trần Phú, Phường Tân Phong, TP. Biên Hòa, Đồng Nai",Chăm sóc khách hàng,Giám đốc,8500000,4013572171,MB Bank,001272576875,1127060727,2024-04-27,Chính thức,Thanh Hóa,EMP-767278,2024-12-27
EMP-271737,066362365105,Hoàng Trung Hùng,1962-06-30,0361054683,hoang.trung.hung830@gmail.com,hoang.trung.hung@vnpt.vn,"112 Điện Biên Phủ, Xã Ô Long Vĩ, Huyện Châu Phú, An Giang",Kinh doanh,Chuyên viên,37000000,8927348739838,Agribank,066362365105,6379684852,2024-10-27,Cộng tác viên,Thừa Thiên Huế,EMP-941262,2023-11-29
EMP-931819,092303744420,Vũ Thùy Sơn,2003-04-25,0359246700,vu.thuy.son960@gmail.com,vu.thuy.son@masan.com.vn,"419 Nam Kỳ Khởi Nghĩa, Phường Xuân An, TP. Long Khánh, Đồng Nai",Chăm sóc khách hàng,Nhân viên,9500000,9337766186,MB Bank,092303744420,8369692400,2022-07-06,Cộng tác viên,Đà Nẵng,EMP-720931,2024-01-09
EMP-677954,093069194477,Phan Trung Giang,1969-02-19,0894899769,phan.trung.giang642@protonmail.com,phan.trung.giang@viettel.com.vn,"370 Nam Kỳ Khởi Nghĩa, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh",Công nghệ thông tin,Nhân viên,36000000,23317095968,Techcombank,093069194477,3758764525,2017-10-10,Chính thức,Đà Nẵng,EMP-937696,2024-01-05
EMP-328945,067181787263,Trần Văn Tâm,1981-11-05,0892122834,tran.van.tam124@outlook.com,tran.van.tam@viettel.com.vn,"112 Cách Mạng Tháng 8, Phường Cẩm Trung, TP. Cẩm Phả, Quảng Ninh",Công nghệ thông tin,Phó giám đốc,26000000,612365469005256,VietinBank,067181787263,2955647582,2013-03-28,Thời vụ,Hưng Yên,EMP-759344,2023-12-31
EMP-338049,035094986867,Phạm Anh Giang,1994-03-16,0764750351,pham.anh.giang727@protonmail.com,pham.anh.giang@fpt.com.vn,"356 Phạm Văn Đồng, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",Nhân sự,Trưởng phòng,11500000,619236521,TPBank,035094986867,9729193250,2012-04-21,Chính thức,Hải Dương,EMP-258671,2023-01-14
EMP-142860,093201919854,Vũ Văn Lan,2001-02-25,0372437947,vu.van.lan999@hotmail.com,vu.van.lan@masan.com.vn,"463 Trần Phú, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Marketing,Phó giám đốc,50000000,786996892903794,TPBank,093201919854,1137201310,2012-12-26,Chính thức,Hà Nội,EMP-346087,2024-10-23
EMP-440533,048192156893,Ngô Trung Quân,1992-12-27,0896421705,ngo.trung.quan168@gmail.com,ngo.trung.quan@masan.com.vn,"72 Nguyễn Huệ, Xã Ninh Giang, Huyện Hoa Lư, Ninh Bình",Công nghệ thông tin,Phó phòng,49500000,6383475864563,VietinBank,048192156893,2074182334,2012-02-10,Thử việc,Cần Thơ,EMP-221413,2023-05-03
EMP-957898,030170066034,Ngô Thành Nam,1970-09-08,0833350054,ngo.thanh.nam140@yahoo.com,ngo.thanh.nam@vnpt.vn,"484 Nguyễn Huệ, Xã Bình Mỹ, Huyện Châu Phú, An Giang",Kỹ thuật,Phó giám đốc,39000000,167031346430805,Sacombank,030170066034,1703120485,2018-08-13,Cộng tác viên,Kiên Giang,EMP-622818,2024-12-17
EMP-755736,080195664676,Vũ Thanh Xuân,1995-12-14,0982175966,vu.thanh.xuan580@outlook.com,vu.thanh.xuan@masan.com.vn,"237 Hoàng Văn Thụ, Xã Ninh Mỹ, Huyện Hoa Lư, Ninh Bình",Kỹ thuật,Giám đốc,4500000,3933772408723,BIDV,080195664676,9831910339,2014-08-12,Cộng tác viên,Ninh Bình,EMP-682996,2024-11-04
EMP-548920,030169501655,Trần Bảo Uyên,1969-02-10,0329079544,tran.bao.uyen89@protonmail.com,tran.bao.uyen@viettel.com.vn,"446 Nam Kỳ Khởi Nghĩa, Phường Cao Thắng, TP. Hạ Long, Quảng Ninh",Mua hàng,Thực tập sinh,47000000,117253576777,VietinBank,030169501655,8212833351,2021-07-16,Thử việc,Thừa Thiên Huế,EMP-361127,2023-06-24
EMP-179187,058197713618,Lê Văn Nam,1997-08-25,0901580435,le.van.nam875@hotmail.com,le.van.nam@fpt.com.vn,"89 Hoàng Văn Thụ, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình",Tài chính - Kế toán,Trưởng phòng,2500000,346834074783,Sacombank,058197713618,2063339026,2017-03-04,Thời vụ,Kiên Giang,EMP-692045,2024-05-22
EMP-910346,064362410795,Dương Đức Thảo,1962-03-31,0891318099,duong.duc.thao967@yahoo.com,duong.duc.thao@vnpt.vn,"213 Phan Đình Phùng, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Marketing,Chuyên viên,8500000,935924819,Agribank,064362410795,7914144757,2024-03-13,Chính thức,Đồng Nai,EMP-779201,2023-09-23
EMP-476128,060294421183,Dương Văn Tuấn,1994-08-22,0939531140,duong.van.tuan679@protonmail.com,duong.van.tuan@techcombank.com.vn,"89 Lý Thường Kiệt, Phường Mỹ Long, TP. Long Xuyên, An Giang",Chăm sóc khách hàng,Nhân viên,48500000,418145776435,Techcombank,060294421183,5076155613,2023-05-31,Thời vụ,Thái Nguyên,EMP-619248,2022-06-12
EMP-523576,052089330763,Phạm Hữu Nam,1989-09-17,0705261155,pham.huu.nam559@hotmail.com,pham.huu.nam@masan.com.vn,"205 Trần Phú, Phường Bách Quang, TP. Sông Công, Thái Nguyên",Chăm sóc khách hàng,Chuyên viên,27500000,94546806370615,Techcombank,052089330763,6689613851,2018-01-07,Cộng tác viên,Bắc Ninh,EMP-332605,2024-09-28
